Outcome,Treatment,IV1,IV2
0.37931803331432945,0,0,1
3.9791597990683583,1,1,0
2.6028391939078968,1,1,1
1.8583453655154165,0,0,0
0.36506272198788126,0,0,1
-0.24172214258251362,0,0,0
4.501749594098463,1,1,1
1.9754602182483914,1,1,1
0.924920390869642,0,0,1
0.23403154530368503,0,0,1
0.8600079994286545,0,0,1
0.7934152698467233,0,0,0
0.8400972735026905,0,1,1
0.34010541641360814,0,0,0
5.407903222529736,1,1,1
5.310406776226367,1,1,0
5.230371809309295,1,1,1
4.289024829452639,1,1,1
2.0488438367849175,0,1,0
0.16390993881426838,0,0,1
4.628614899590129,1,1,0
0.5508333711125148,0,0,0
0.4656600562001474,0,0,1
3.4516898076334845,1,1,1
2.4282826644212143,0,1,0
0.39842277806311643,0,0,1
1.990093479169719,0,0,1
3.458518402120327,1,1,1
0.5636793895993608,0,0,0
0.3283837777486926,0,0,1
3.615423415155294,1,1,1
3.8393236490641227,1,0,1
3.8664447078279416,1,1,0
1.3794976822966158,0,0,1
0.4876109880182749,0,0,0
-0.44877768753679237,0,0,0
1.1247266993504954,0,0,1
5.474029382037713,1,1,1
4.62220651592005,1,1,0
-0.44896896263468206,0,0,0
4.5467654437162865,1,1,0
0.39082538845784,0,0,0
4.420960652058861,1,1,0
4.234169235070113,1,1,0
2.2543454931237763,0,0,1
2.3348487203689845,0,1,0
6.3439344967459315,1,1,0
5.006391531739682,1,1,0
4.833631709254755,1,1,1
1.9002796361166017,0,0,1
3.5805784917519783,1,1,0
0.6980943813773443,0,0,1
1.2093639963791272,0,1,0
4.236878943306447,1,1,0
2.369074948286542,0,1,0
1.3313089826541242,0,0,0
0.16900153867340767,0,0,0
0.6008844823352324,0,0,0
1.7875397194479103,0,1,0
1.0805722984761177,0,1,0
4.00737283736834,1,1,0
-0.47702303360499665,0,0,0
0.9022143338951322,0,0,0
1.4547410431313323,0,1,0
-0.37922404904046325,0,0,1
1.2274555023938096,0,0,0
4.601667144907633,1,1,0
3.329766231942826,1,1,0
-0.2541638960721361,0,0,1
3.1818832776770605,1,1,1
4.071351817175064,1,1,0
3.493074154107173,0,0,0
0.4421384490425938,0,1,0
4.853087774708664,1,1,0
1.5506338105842232,0,1,0
4.8571989510086695,1,1,1
1.7462805713434315,0,0,0
1.5854366435720244,0,1,1
3.727247862154236,1,1,0
0.07787081491268288,0,0,0
5.89889119429529,1,1,1
0.8913639013796971,0,0,1
4.700341687033669,1,1,1
1.9785310035390336,0,1,1
5.732367724446304,1,1,0
3.595153864396285,1,1,1
2.4182683000543,1,0,0
2.991631210255788,1,0,1
5.117952111369776,1,1,1
2.7956626864904273,1,1,1
3.7452613359428373,1,1,0
4.0615932890187025,1,0,0
0.09184476547870729,0,0,1
4.6504109091901205,1,1,0
4.4005108099959624,1,1,0
2.026716759887446,0,1,0
0.12828199612729305,0,0,1
1.334923546439416,0,0,1
5.131291513371695,1,1,0
2.9069805134307245,1,0,1
0.015312713780776255,0,0,0
3.1421935024675305,1,0,1
2.7913660645231078,1,1,1
0.7116786497022785,0,0,0
5.5204173589561325,1,1,0
1.6352536690124566,0,1,1
4.986135872108637,1,1,0
1.9393360414742948,0,1,0
3.348272911065703,1,0,1
-0.20760187489730247,0,0,1
0.760750120042647,0,0,1
3.607725431209761,1,0,1
3.8932191215884595,1,1,0
0.9646856303518363,0,1,1
0.7362408537797748,0,0,0
0.4905216710993946,0,0,0
0.8354774104707159,0,1,1
0.057218879584125526,0,0,0
3.856178498024317,1,1,1
1.774423446998223,0,0,1
0.5530992599885864,0,0,1
0.8344970000023292,0,0,0
2.7998495680974145,1,0,0
4.478672766181695,1,1,1
3.4640099373785103,1,0,0
-0.12138942208970221,0,0,0
5.643956075121854,1,1,0
2.8299850005522647,1,0,1
3.389604970881937,1,1,1
0.09472504441232199,0,0,0
-0.6957494228091496,0,0,0
1.2146526291182465,0,0,1
5.0627455947716316,1,1,0
4.745920877787477,1,1,1
1.118602535095326,0,0,1
3.9625664411644763,1,1,1
3.3298420745964488,1,0,1
1.3476141613059405,0,1,0
0.37948133125672584,0,0,0
1.1842975796734176,1,0,1
0.5989158206410828,0,0,0
1.7115105957683576,0,1,0
0.63012960533395,0,1,0
5.3216807947604305,1,1,1
4.337185167453201,1,0,1
4.351531712729258,1,1,1
3.8244220321982754,1,1,1
0.7594568484125382,0,0,0
1.601055186803534,0,1,1
2.818168986703406,1,0,1
1.97118185001448,0,0,0
3.4119465250377012,1,0,0
4.218685076419518,1,1,0
5.3512953604256746,1,1,1
1.352550705730422,0,1,0
2.3565513008378915,0,1,0
2.4843499892251577,1,0,1
2.443120673176516,1,1,1
0.45994612819421177,0,0,1
1.4608226745826003,0,0,0
0.438447526364554,0,0,0
0.591631066990792,0,0,1
0.6219953958048478,0,0,1
3.777355517587914,1,1,1
1.8089179270316915,0,0,0
3.989940964577458,1,1,1
5.211382760543826,1,1,0
4.200471288299554,1,1,0
3.901214467756298,1,0,1
0.04942825498148373,0,0,0
5.2698354956963875,1,1,0
0.8134639486949427,0,1,0
4.917340961368634,1,1,1
5.947467582943565,1,1,1
3.018675264359165,1,1,0
5.978953324081312,1,1,1
0.07679950428555543,0,0,1
-0.09522246986492466,0,0,1
0.9553550244414399,0,0,0
2.5485080707175114,1,1,1
1.048098779474938,0,0,0
4.353462271677683,1,1,1
3.981029425481715,1,1,0
5.86455366867273,1,1,0
5.812041376173466,1,1,0
1.4678308812452947,0,0,0
5.618592504197904,1,1,1
3.7365543428970724,1,1,1
0.10108747423235437,0,0,1
0.3434004018321345,0,0,1
4.284191897734396,1,1,1
0.5983257132818401,0,0,1
0.327688754106619,0,0,0
-0.030899471656878175,0,0,1
0.748442951570051,0,0,1
0.1131999578090967,0,0,1
4.0218803120206985,1,0,1
4.694685027801985,1,1,0
5.333391409515621,1,1,1
-0.5111084540453971,0,0,1
1.0591057245397586,0,0,1
4.112172680606441,1,0,1
0.3169921881158303,0,0,0
4.736106699493748,1,1,1
3.365152376100277,1,0,1
3.802406483091506,1,1,0
3.7699715015234627,1,1,1
0.27593834883453705,0,0,1
-0.38076674835344226,0,0,0
5.545118363153046,1,1,1
0.45817731681455043,0,1,0
2.8988546425773984,1,1,1
0.5968029530955364,0,0,0
3.850174639594086,1,1,1
1.4615516050208393,0,0,1
1.6935313623535184,0,1,1
0.6732541068046506,0,0,1
3.516028689340864,1,1,1
4.584468454556783,1,1,0
0.3464415250417049,0,0,1
4.746946749514608,1,1,1
-0.6095052368668117,0,0,1
5.665912172726978,1,1,0
4.243924676268007,1,1,0
1.0743670845665791,0,0,1
0.0732603420320675,0,0,1
0.8489210832900784,0,0,0
2.199231304357592,0,1,0
0.5654462634588092,0,0,0
-0.13959244600085174,0,0,1
0.9272864783202988,0,0,0
2.5489291527809583,0,0,0
1.8309901729495974,0,0,0
0.46993362354786894,0,0,1
2.630663404136374,0,1,0
4.751003863762973,1,1,1
2.231195856449855,0,0,0
-0.0967837236201915,0,0,1
1.110431337509693,0,0,0
3.4423341593222734,1,1,1
0.9235965544243216,1,0,1
1.0434361473825273,0,0,0
3.1825627337084725,1,1,1
-0.24668137154303654,0,0,0
4.813120715997993,1,1,1
1.6160001183056778,0,1,0
0.7351793974870634,0,0,1
4.189143217984178,1,1,0
1.5066056090291577,0,1,0
5.860716552605253,1,1,0
0.17082395230619096,0,0,1
2.0022458831003944,1,1,1
0.5158420920027312,0,0,1
3.8838058778832427,1,1,0
0.8725241937569663,0,0,1
0.94072982792585,0,1,1
-0.4586228910894751,0,0,0
1.672382353050105,0,0,0
0.82136751165273,0,1,0
2.034473260551777,0,1,0
4.450136205445762,1,1,0
0.32286396391872546,0,0,0
-0.8338321461310546,0,0,1
3.9446957103387277,1,1,1
0.3045855827756991,0,0,0
4.590665118423612,1,1,0
0.30761797792260676,0,0,1
0.9149488908714496,0,0,1
5.493642852086953,1,1,1
3.8416401813436503,1,1,0
-0.15144980561965443,0,0,0
0.2795739859454396,0,0,1
4.967991239257991,1,1,0
5.012760268825409,1,1,1
0.11225183075386874,0,0,1
-0.08840623700855366,0,0,0
0.7652115741130945,0,0,1
3.8029551596318085,1,1,1
3.8333055802276537,1,1,1
1.1484651039454956,0,0,0
4.503448534308618,1,1,0
1.6403987173361338,0,1,0
5.2065607934427725,1,1,1
0.08934246949876484,0,0,1
5.347581926660574,1,1,0
2.5133453878170684,1,0,1
3.2426631860647532,1,1,1
0.5811871680732623,0,0,0
1.0329541698047142,0,0,0
1.0988812752826764,0,0,1
4.7128017790963135,1,1,1
2.312440783202042,0,1,0
0.11647030126194607,0,0,1
1.2853114976622297,0,1,1
6.174813215910722,1,1,1
-0.22555631481412275,0,0,0
0.7522055091719677,0,0,1
0.9588164150119007,0,0,0
4.654444117845316,1,1,0
0.08864421126511557,0,0,0
5.191543047427105,1,1,1
1.0118814021535014,0,1,0
4.498056890385109,1,1,1
4.83964825721074,1,1,0
4.809344221767945,1,1,1
1.695630324614269,0,0,1
0.5838194093557572,0,0,0
6.3104111204397455,1,1,1
1.1284415903400498,0,0,0
0.3788201812369643,0,0,1
3.9985968834488324,1,1,0
4.713672675673452,1,1,0
5.00185303924583,1,1,0
-0.05505805962774568,0,0,1
1.0231313744853023,0,0,1
0.7107960761511131,0,0,1
1.9135794155628985,1,0,1
1.6224890976141522,1,1,1
-0.19708345936963323,0,0,1
5.1693062768260285,1,1,1
2.043955283999793,0,0,0
0.5614885747425443,0,0,1
-0.6411799615915803,0,0,0
-0.16861970608133614,0,0,1
5.261334210485002,1,1,1
0.9997484781422377,0,0,0
0.8337924102995766,0,0,1
2.6406838343600163,1,1,0
5.089598950626608,1,1,1
3.6415853018101174,1,0,1
0.3981947253463123,0,0,0
4.273697457493613,1,1,0
-0.09878226319182226,0,0,1
3.5268309927909467,1,1,1
4.372292568834558,1,1,1
-0.12398938047981423,0,0,1
4.961425187166202,1,1,0
3.7599907441050338,1,0,1
5.226209079252247,1,1,0
1.6767874620532923,0,1,1
1.7138907499907288,0,1,0
3.6011979203381945,1,1,1
5.04303579229048,1,1,0
2.592927631970252,1,0,1
2.371490664239709,1,0,1
-0.012725881198537847,0,0,0
0.7640001361606106,0,0,0
3.8091014089166313,1,0,1
4.474320776392778,1,1,1
4.325836685395015,1,1,0
1.1167224583719637,0,0,0
4.061839307800554,1,0,0
3.7802456571127285,1,0,1
1.6996492174834055,0,1,1
5.718241275593435,1,1,1
5.4500351074987545,1,1,1
0.5402346777616304,0,0,1
4.750268578154872,1,1,0
0.9263594844900884,0,0,1
3.970958402255154,1,1,1
-0.371757625762359,0,0,0
5.334034862684301,1,1,1
4.183081635303496,1,1,0
-0.01860453916965904,0,0,0
5.502107299840608,1,1,0
4.381093721623408,1,1,1
4.460165670025763,1,0,1
3.429872272261507,1,1,1
4.104129662241372,1,1,0
5.577769433482163,1,0,0
5.291476458208871,1,1,0
1.436045301129024,1,1,1
4.012093169138678,1,1,1
0.7183124827854002,0,0,0
0.68512350555857,0,0,0
5.161135085091216,1,1,0
3.0916440712767765,0,0,0
4.739688292246193,1,1,1
4.149803550264769,1,1,0
0.5706543906268102,0,0,0
-0.7737206259424231,0,0,1
4.28763070865265,1,0,1
4.334518538135182,1,1,1
0.06415687156227762,0,0,0
2.90307964855959,1,0,1
3.7916845934217367,1,1,1
1.5828315669455222,0,1,1
1.8682475457394028,0,1,0
3.6982433722871315,1,1,1
2.2274563687401105,1,1,0
3.388206092094798,0,0,0
1.9271007875463504,0,1,1
5.708020304851876,1,1,0
4.758171912458915,1,1,0
4.127174095020227,1,1,1
2.8333477535592326,1,1,1
4.058250012310005,1,1,1
1.4662068747200818,1,0,1
5.528671302382374,1,1,0
1.9481756412715772,0,0,0
2.5025277341275203,1,0,1
1.3230096289767206,0,0,0
4.551110702323008,1,1,1
0.29845020790456583,0,0,0
0.6235961752594403,0,1,0
2.379537678224665,1,0,1
5.186995853800739,1,1,0
4.693307923708675,1,1,1
3.069869148006756,1,0,1
1.1504597420770275,0,0,1
0.5066677673189872,0,0,1
1.2868394111451669,0,1,1
0.7269240302596449,0,0,1
1.6771767111510312,0,1,1
3.588219218335534,1,0,1
4.109860285516596,1,1,1
2.4599092029156573,1,1,1
0.5192911860919648,0,0,0
2.849476023214744,1,0,1
0.8653203593221815,0,0,1
-0.39531829324110507,0,0,1
0.6696404528488484,0,0,0
0.8966312821148941,0,0,0
3.4983794719656656,1,0,1
6.662466340005582,1,1,1
0.8795890648568176,0,0,1
0.08735497652208474,0,0,0
-0.25396113891561645,0,0,1
3.327804227662224,1,1,1
-0.17131154030192847,0,0,0
3.748515137494121,1,1,1
1.7264083644106347,0,0,1
0.6951911515549514,0,0,1
4.045968761032046,1,0,1
1.1818431599921884,0,0,1
1.198183988581667,0,0,0
-0.08468234091294996,0,0,0
2.4682973247316555,1,1,1
4.245852157185485,1,1,1
0.7881481434460669,0,0,1
5.256374022183859,1,1,0
3.358676289175093,1,1,0
4.022632606428912,1,1,1
0.20540753183098182,0,0,1
0.38964665005653415,0,0,0
3.835089688952538,1,0,1
-0.07701054724926631,0,0,1
0.6664552158459691,0,0,1
5.313820606563466,1,1,1
5.764523063734331,1,1,0
5.241031259584364,1,1,0
6.292575470238955,1,1,1
-0.0474521090027904,0,0,0
3.65809955871645,1,1,1
1.4068598520722118,0,0,1
4.746321294580483,1,1,1
3.9979519179674345,1,0,1
1.6505106996981729,0,1,0
-0.33707427195468165,0,0,0
5.361162078769578,1,1,1
2.499590219093509,0,1,0
1.3666905316207412,0,1,1
1.0723663996306876,0,1,0
3.6266890168434722,1,1,1
5.185566413747542,1,1,1
3.6637655303480825,1,1,0
0.3324718303776095,0,0,0
-0.02491779190923976,0,0,1
0.02453497499970342,0,0,0
2.644948254615839,1,0,1
4.09216825183973,1,1,1
4.6323120047407995,1,1,0
4.432089713453796,1,1,0
1.7831112499952708,0,0,0
1.1807089236718973,0,1,0
-0.4885921696057537,0,0,0
3.2084059016526703,1,0,1
0.06152178229556354,0,0,0
0.39349617726345754,0,0,1
3.281635431640119,1,1,1
1.3496400953505259,0,1,0
0.2930418079891116,0,0,1
3.8698679296096183,1,0,1
5.072411969797839,1,0,0
5.426474109340214,1,1,0
4.097473139256854,1,1,0
3.00060653200104,1,0,0
4.660934741963975,1,1,1
2.3134232459203954,1,0,1
1.8206073501487434,0,1,0
0.716245215514658,0,0,0
0.16089545364575195,0,0,1
1.189449613053149,0,0,1
0.29942139728706024,0,0,0
4.162503545444406,1,1,1
0.27866945269859394,0,0,1
5.443333012277666,1,1,0
4.293767828185359,1,1,0
5.231899530260507,1,1,1
5.640755947277926,1,1,1
1.1538991043238918,0,0,0
1.2298734407619207,0,1,1
1.1603692691753429,0,0,0
3.863411119221707,1,1,0
1.005420203413892,0,1,1
1.0422612243603795,0,1,1
6.614514316410332,1,1,1
2.6776357159161766,0,1,0
3.980552816204947,1,1,1
1.562895231748409,0,0,0
1.9901919342114867,0,1,0
0.5235203148448995,0,0,1
2.060896121391692,0,1,0
0.7683789278614346,0,0,0
-0.05183466574474899,0,0,1
0.8644679130581999,0,0,0
4.039586984631271,1,1,0
0.6071772253774087,0,0,1
0.6648465080739507,0,0,1
5.218396468056521,1,1,1
3.782679756834538,1,1,1
2.5846265805425346,1,0,1
-0.11344925720467686,0,0,0
2.7461104996773025,1,1,1
1.2581715614119087,0,1,0
4.712805938325016,1,0,1
0.10586874966857024,0,0,1
2.887071748567666,1,0,1
3.5545315067474474,1,1,1
3.847554912432855,1,1,1
5.597167420515101,1,1,0
2.057055548455687,0,1,0
1.2368357245175883,0,0,0
0.3450742341850207,0,0,0
2.573966877359772,1,0,1
4.683861600579736,1,1,0
0.8610790446782758,0,1,1
0.053055798767428886,0,0,1
4.3299498399586955,1,1,0
4.702748579799197,1,1,1
4.487555786303886,1,1,0
0.5918098754400822,0,0,1
0.003831436091724205,0,0,0
2.4673788395050655,0,1,0
5.409597125196673,1,1,0
-0.5806931224240699,0,0,1
4.619328753479817,1,1,0
0.4250363070496129,0,0,1
3.5823952077125267,1,1,0
0.5176402310275448,0,0,0
3.8811334702676645,1,0,1
0.2774974004876251,0,0,1
1.6163938379465854,0,1,0
2.0208161009736543,0,1,0
-0.02487091776433209,0,0,0
2.0438531208546884,0,1,0
-0.456633048537715,0,0,0
3.824161159302426,1,0,0
0.2970658949064984,0,0,0
4.41400950641141,1,1,1
0.4693536713317413,0,0,0
2.3134763371432845,1,0,1
-0.009994954245114429,0,0,0
2.5897703413471223,1,1,1
1.5470772354576166,0,0,0
-0.17904523722349502,0,0,1
0.9829346334045911,0,1,0
2.6772275955403515,1,0,0
1.1976503447127351,0,1,0
1.69529293141018,0,0,1
4.5021206470140145,1,1,1
0.04123831931991334,0,0,0
3.9200955386242886,1,1,1
1.2185633394472248,0,0,1
3.4369817271218492,1,0,1
0.7430847125552215,0,0,0
2.8428193768965677,0,1,0
3.4203468935644903,1,1,0
-0.5771330788177829,0,0,0
0.7222943851486816,1,0,1
0.020152473712359065,0,0,1
3.3272751632203708,0,0,0
-0.1413265562843956,0,0,0
0.7393680841202416,0,0,0
1.0825161907100842,0,0,1
0.5492174286117567,0,0,1
-0.272633189708802,0,0,0
2.225680409467621,1,1,1
5.570772052267387,1,1,0
0.5103757982988032,0,0,1
2.3150912178683463,0,1,0
2.5871251027468203,1,1,1
0.7132909177219158,0,0,1
1.1851960709255485,0,0,0
2.5784634757642175,1,1,1
3.7622393429798295,1,1,1
3.2480851698615747,0,0,0
4.294369547777557,1,1,0
3.9704307031552304,1,1,1
-0.3887976318852929,0,0,0
4.431446110810928,1,1,0
0.9480485292238465,0,0,0
-0.21459420107877664,0,0,1
5.130336071783335,1,1,0
0.4824784979492146,0,0,1
4.5710808936437575,1,1,0
-0.2960773972163585,0,0,0
3.8692361955801786,1,1,0
-0.102130248110753,0,0,0
2.3096451751459646,0,0,1
0.978946670726387,0,1,0
0.6107732289918631,0,0,0
4.418574135717254,1,1,0
0.23336927969262156,0,0,1
5.413084561295097,1,1,1
3.9615820890439597,1,0,1
0.5429862911163745,0,0,0
0.18422258430293678,0,0,1
3.3404030153328224,0,1,0
5.51131778412277,1,1,1
3.027678164591549,1,1,1
2.3793658090479406,1,1,1
0.1498298015140831,0,0,0
0.23975148640443716,0,0,1
0.5380590983504253,0,0,0
4.496934771686652,1,1,1
4.318353001440668,1,1,0
3.98737093500066,1,1,1
5.1331503095125806,1,1,0
5.449457194846405,1,1,0
5.114473859734712,1,1,0
0.5878317198793928,0,0,0
3.6246667359622826,1,1,0
1.7030383946663474,0,0,0
3.0950744959733045,1,1,1
5.432472770574712,1,1,1
0.12267468540542861,0,0,1
3.3257304192775905,1,1,1
2.2990019670849056,0,1,0
0.10827497748226556,0,0,0
4.9782867779137066,1,1,0
4.648775973647879,1,1,0
3.1617718983923004,0,1,0
-0.4569355237100453,0,0,0
0.12526934275199864,0,0,1
5.81382024973377,1,1,0
3.3559628110357123,1,1,1
2.9940233234158793,1,0,1
3.9701176760715953,1,1,0
5.228273991735325,1,1,0
2.477293929522748,1,1,1
-0.22509477738803135,0,0,1
4.485332496146366,1,1,1
1.5407950395490673,0,0,0
0.7022711353464632,0,0,1
5.348722770379938,1,1,0
0.4474866690054967,0,0,1
4.262454894042206,1,1,0
5.206772582225762,1,1,0
0.32663852801631105,0,0,1
5.299340251788298,1,1,1
4.535792752314198,1,1,0
4.916376763438319,1,1,1
4.423349801097008,1,1,0
0.31395936717740186,0,0,1
4.314247531957145,1,1,1
1.2252484757475899,1,0,1
0.3943261195350005,0,0,1
1.5157434238117364,0,1,0
0.6956205046269035,0,0,0
4.376709845024276,1,1,1
0.8517014962312657,0,0,0
3.7512485923856573,1,1,1
5.071191356472756,1,1,0
1.5655759387509822,0,1,1
0.37438245842443607,0,0,0
0.12442820087376552,0,0,0
0.5830357321235694,0,0,0
0.2856827785410747,0,0,0
3.2890363154974698,1,0,1
2.5614432774127374,1,0,0
3.7599577045948616,1,1,0
0.8195974740931458,0,0,0
0.3267691669182805,0,0,1
2.9016185892707442,1,1,1
1.1688952979081473,0,0,0
0.41415032905519944,0,0,1
0.1625617248784928,0,0,0
1.7234321107192563,0,1,0
2.419332652836151,1,0,1
3.6052688476888486,1,1,0
5.1845294832917865,1,0,0
3.474271132184214,1,1,1
2.8848672765845653,1,1,1
0.9272081901951779,0,0,1
1.821536499610116,0,1,0
0.8963597413460671,0,0,1
1.076533106655261,0,0,1
6.463207760800588,1,1,0
5.156956943429639,1,1,0
0.07568888601038015,0,0,0
3.259285657937017,0,1,0
1.4614477464642497,0,0,1
3.9489406975126,1,0,1
1.9757533069510123,0,1,1
0.34627283300284684,0,0,1
1.5082472473040283,0,0,0
4.765185481346142,1,1,0
2.040740903279747,0,1,0
2.9715342396618167,1,0,1
3.939029074245875,1,1,1
1.42826657093628,0,0,1
-0.11047172787960208,0,0,0
0.12571285013379307,0,0,1
0.7969836711671517,0,1,0
0.5909449427309542,0,0,1
0.3518422862974251,0,0,0
0.6927215681523559,1,0,1
0.874237513936823,0,1,1
1.0842847410693564,0,0,1
2.0756475674897197,1,1,1
4.515111676510433,1,1,0
5.550044448134489,1,1,1
1.7211538919494545,0,1,1
4.007378547869735,1,1,1
0.7379516178059765,0,0,1
-0.09501104265334337,0,0,0
0.8111306381798773,0,0,1
0.16642588203813025,0,0,0
0.5628014705055673,0,0,1
4.155149423161196,1,1,0
5.6301613127576395,1,1,1
0.4051145283775084,0,0,1
3.4541129533937185,1,1,1
3.730484012663953,1,0,1
0.7578488491842683,0,0,0
3.0308965853287084,1,1,0
0.06742083791818623,0,0,0
0.9912081088793532,0,0,1
-0.7099054717013078,0,0,0
0.9694126296685641,0,0,1
4.047384984374703,1,1,1
1.396697705506719,0,1,1
0.8231178801665101,0,0,0
0.6790441434200076,0,0,1
4.150261446549207,1,1,1
5.314139066696374,1,1,0
0.9061078699014726,0,0,0
4.839880296906596,1,1,1
0.35281879642711955,0,0,1
0.6220351104474653,0,0,1
3.467263539063067,1,0,1
0.5567350288666213,0,0,0
4.156777825624626,1,1,0
1.5644631468441859,0,1,0
5.6469295853009545,1,1,1
5.151571274346862,1,1,0
3.95657948558726,1,0,0
-0.564850585417932,0,0,0
0.26500762075985446,0,0,1
3.529303412376235,1,0,0
4.909711463442486,1,1,0
1.6715988985313326,0,1,0
5.651322073680671,1,1,1
3.7993497391790476,1,0,0
4.14682547017912,1,1,1
