Treatment,Outcome,IV1,IV2,,
0.582213712,0.863609767,0.363628286,0.008602333,,
1.088964068,1.575850332,0.410853897,0.331171816,,
7.600296245,8.887560422,2.656466206,2.548089196,,
5.281826052,7.156129938,3.649530839,1.028845473,,
4.068088795,5.657563689,2.812316066,0.433226766,,
10.90602499,15.0988081,9.148300905,0.280420915,,
3.292665042,4.856501474,1.915207378,0.871725246,,
4.017645364,5.130475039,2.585595628,0.658549556,,
1.671543583,1.786210811,1.297106128,0.104329245,,
3.467932825,4.843878264,2.913673048,0.293391777,,
2.705586232,3.675092315,2.546424547,0.068408727,,
0.298179152,0.915292362,0.153648634,0.177184395,,
3.806851763,5.649255902,1.272492852,1.883630525,,
3.263504609,4.714815256,2.430086464,0.004156325,,
1.330380839,1.986296864,0.311109245,0.41507736,,
1.301441071,1.780010705,0.861123674,0.303822367,,
3.249185566,4.195469221,0.976804251,0.166546907,,
1.696132198,4.155829086,0.37895605,0.692541916,,
2.053916598,4.164343487,0.038845982,0.070308362,,
4.978733929,6.67150904,5.212089335,1.1007622,,
2.850149059,5.006812743,1.268329088,1.005887775,,
0.587203576,1.230321466,0.419481723,0.000755282,,
1.106235367,1.328186513,1.227476565,0.004407991,,
11.58697199,13.69430308,4.002883928,4.212813929,,
1.924108981,4.438969254,0.114797597,1.579276378,,
2.000657378,3.443433347,1.333211714,0.410179375,,
4.070556561,4.408295499,4.774842623,0.726265262,,
8.129991915,10.56344141,5.139463033,2.166193827,,
4.054279587,4.857315519,1.474554059,1.676410649,,
4.997786579,6.895486524,3.942041915,0.202582578,,
7.406045294,10.20227531,6.062328804,0.011392852,,
0.924539712,1.222281563,0.483160099,0.394193888,,
3.618310961,5.768923139,2.871633567,0.328120473,,
7.887406243,11.73550819,3.650762367,3.218171243,,
5.329572504,7.178666743,4.194662657,0.01226585,,
9.854993119,10.64836116,7.215392677,0.001485736,,
2.006366354,2.055461763,0.09241277,0.630101542,,
1.170848618,1.711124366,0.793606234,0.038346418,,
0.335968293,0.477475376,0.078275107,0.112977203,,
3.678715927,4.727190552,2.704617958,0.075062046,,
8.761739911,10.3045616,2.314292044,4.416617096,,
4.304476536,8.197235123,3.186669465,0.375224101,,
1.977427489,2.449074762,0.679118539,0.149508638,,
2.978385024,4.878182637,1.826429078,0.669256378,,
1.364696723,1.703594175,0.84715305,0.519577755,,
3.928198644,4.742323628,1.535979182,1.00466303,,
0.948588223,1.970323845,0.877570817,0.005526144,,
2.534639913,2.684035811,1.527249314,0.47818428,,
1.22411653,1.345383254,0.524660599,0.040397176,,
1.361879094,1.744344622,0.914853867,0.277081967,,
20.18783359,28.46840259,17.19034158,0.992952669,,
9.469212656,13.60287617,8.019304879,0.305976609,,
2.24012204,3.072654819,1.520450319,0.613192057,,
1.275772072,1.536059104,0.712214071,0.33313826,,
0.518345898,0.70533292,0.150391431,0.173084192,,
4.006658744,5.261033186,2.989303173,0.000209749,,
3.130535651,4.415432821,2.423124023,0.30502061,,
6.910570927,9.431783515,2.842852226,3.614991359,,
5.287305142,5.380838067,0.107888895,0.301548216,,
2.037032924,3.255409158,1.886624695,0.011098677,,
1.35230887,1.801237556,0.862605374,0.660043974,,
2.468621636,3.314473453,3.160530947,0.304902206,,
3.480435758,3.681512448,0.757971805,0.121315109,,
2.273556949,2.613636539,0.802136012,0.580066344,,
5.142687135,5.865263692,1.595187266,0.044410676,,
2.21984544,2.787234944,0.180005081,1.849354923,,
1.732203987,2.109424757,1.272468838,0.471988322,,
2.183456853,3.498265156,1.678512324,0.26622565,,
11.92409597,12.50576211,16.26648999,1.356405405,,
3.58743984,4.128598128,1.27764776,1.573321249,,
1.497007775,2.129588249,0.764426194,0.325737965,,
1.204244495,1.291445305,0.031607806,0.667716359,,
8.525350817,11.20175205,5.780719252,1.808232267,,
6.764072205,7.212583848,2.753683993,4.230913074,,
5.721528733,7.658370113,4.614904342,2.39640392,,
3.260824041,4.281999443,2.219947116,1.01E-05,,
0.607261773,0.954225579,0.310035385,0.238337523,,
2.646907897,3.730399319,2.338576855,0.011576855,,
1.773715003,2.096067543,0.340268478,0.437135395,,
0.677568891,0.866856476,0.074863939,0.553322446,,
8.054084797,8.552698313,1.196634228,5.975324441,,
4.912511794,5.053175724,0.873881611,3.791287377,,
1.606531517,2.032305218,0.878384417,0.021650912,,
8.021139427,8.24404638,1.942764256,5.303491458,,
3.293580239,3.375288873,0.128744048,2.666935879,,
0.749116424,1.19550274,0.368043916,0.309807897,,
4.240695386,4.718167936,0.602364057,3.087630648,,
4.986076405,7.053574924,2.40890545,0.798716186,,
0.939216556,1.089956458,0.3162431,0.119219969,,
6.743274455,10.81134545,5.956295577,0.087970011,,
0.719608698,1.384382616,0.878488991,0.024170921,,
0.750749232,1.017463697,0.475826871,0.052907207,,
1.177938474,1.748413914,1.76701406,0.170560367,,
2.548474524,4.761471064,1.854271841,0.318553102,,
1.628484416,2.381261875,0.020498852,0.952055957,,
2.199037968,2.877553644,0.906544137,0.719255133,,
3.397604765,3.446348007,0.667747711,2.503590077,,
44.40370548,64.58012536,37.04598966,0.650880451,,
1.193677383,1.704809971,1.026923739,0.006995352,,
7.212316467,10.34166836,5.857107061,0.632096961,,
5.264251177,5.43247613,0.184956708,4.427150873,,
8.498471436,11.56035052,6.850233575,0.879634951,,
0.662888826,1.421613467,0.523243261,0.015496859,,
3.120691367,3.715456369,1.629992644,1.233438853,,
2.66784714,5.556345142,0.107093214,0.000375722,,
3.433029648,5.045158136,2.131058768,0.905820223,,
1.848425673,3.350341615,2.094098457,0.216155651,,
1.416030709,4.13638039,1.039879737,0.013008431,,
28.18916981,39.65600879,22.32431638,0.788455978,,
7.389447599,9.80873079,7.01926545,0.463909172,,
4.853294436,5.888126191,2.868174643,0.783457631,,
2.165023255,2.799384955,1.024674657,0.057901734,,
2.775080566,4.318463394,1.362674029,0.725308887,,
4.172013259,6.043405468,3.762425631,0.046998858,,
3.035251813,4.053938987,2.911381411,0.075803947,,
0.801115736,0.901093078,0.215833836,0.521463791,,
2.338669769,2.448253434,0.223698976,1.636737768,,
1.722354314,2.585419733,1.691150618,0.001174017,,
3.673485921,4.923588259,2.784316123,0.501800557,,
2.218919424,2.448991697,0.510666691,0.497496126,,
4.681408576,6.567199776,4.040943503,0.003368045,,
0.861980013,1.44063963,0.553099665,0.199980926,,
8.160069991,9.379150141,2.403269333,2.678468424,,
1.241525003,4.082254619,0.976993073,0.064300879,,
1.276706064,1.988557168,1.85725556,3.86E-06,,
0.804048744,0.813632576,0.209923323,0.473341582,,
1.44305528,2.334819745,1.303713531,0.024156229,,
0.407108149,0.877001574,0.257479907,0.000121885,,
2.286776796,3.485506223,1.127537312,0.003969584,,
13.15078023,17.69070801,9.875793361,2.163999035,,
1.399435543,3.373652007,1.145514262,0.000631902,,
3.833739831,4.990763569,1.71066745,1.245697899,,
1.323390498,1.970062038,0.479886168,0.694632961,,
2.331083518,2.480153217,0.186711262,1.391557855,,
1.528208714,2.225876757,0.118827101,0.661450115,,
1.981343146,2.949022392,2.373282774,0.038070943,,
9.34771236,10.36192504,2.938426174,3.442395709,,
1.565469378,1.991952221,0.802066571,0.596714704,,
2.617009032,2.846827583,0.601085831,0.633449488,,
4.179031381,4.953014447,3.225583446,0.888177469,,
5.716226215,6.117200045,0.312355925,3.142791505,,
0.825451838,1.842512292,1.297123543,0.008830361,,
3.427328172,3.568871221,1.112540052,2.38133954,,
5.939881015,7.344566811,5.26485473,1.153243831,,
0.686105798,1.027624352,0.111287762,0.355464455,,
1.053607927,1.088202093,1.622614729,0.055336516,,
10.2352662,13.44594874,7.754777268,1.694815491,,
0.615692502,0.682103034,0.228682943,0.009817769,,
2.255188902,2.435990941,1.562154256,1.020255354,,
1.607385091,3.012600151,1.767254806,0.447420517,,
0.757349642,1.409497825,0.428761051,0.344502386,,
1.435018302,1.510312336,0.399818056,0.000884177,,
2.53811344,3.309772647,0.911717449,1.502312826,,
1.274955819,1.759421844,0.888069642,0.237609924,,
3.769477388,5.19880746,2.424817311,1.133183287,,
1.066892672,1.441325699,0.756352252,0.182984858,,
11.00318529,13.09253253,1.902908242,7.346350855,,
2.079015978,2.63430682,0.148574386,1.232335434,,
10.0217833,14.51654922,8.872804482,0.260907731,,
3.904557217,5.800328397,3.136358787,0.811534588,,
1.004519403,1.405008915,0.927086198,0.018222732,,
2.821305884,3.550214008,3.084387697,0.24862534,,
7.577096537,10.62100492,7.000075413,0.003388971,,
4.819847005,5.168790166,1.078068435,2.809970828,,
3.921337631,4.511132045,1.364144208,0.097570531,,
4.083432516,6.176875304,3.844738029,0.025378677,,
5.027124134,6.766755464,3.47413696,0.796749836,,
0.556857612,0.78388241,0.240795622,0.350211175,,
0.745994939,10.51772156,0.482383421,0.061105953,,
3.55969943,4.622078724,2.830605061,0.581674376,,
3.185236707,4.53940339,2.132944135,0.040173903,,
2.086647,2.926281004,1.810034025,0.307551973,,
5.984582496,6.297621794,5.233642097,2.648343141,,
2.885506162,3.18770091,0.429676689,2.073481775,,
0.228451593,3.071826059,0.291740095,0.038344957,,
2.257888496,2.409814284,2.194614942,0.016763768,,
3.85041421,4.04361876,0.294793903,1.066678537,,
0.228524501,2.178714754,0.260103221,0.054115514,,
3.369113142,3.832949944,1.460722462,0.004006206,,
3.394765851,4.934477524,3.542457153,0.160981822,,
11.23772869,13.08594086,2.013124491,8.38868026,,
2.987954607,4.231153361,2.420253242,0.152407267,,
3.869016701,4.33901516,0.562980112,2.787618409,,
1.841079121,2.596667898,0.8237771,0.882779882,,
7.237676146,12.09963009,6.024318717,0.551658078,,
0.613080733,1.233463991,0.083470254,0.027977585,,
9.615721668,13.03456554,1.743152072,3.296942691,,
4.293895214,5.704266657,0.593903376,3.349341903,,
4.293222724,5.386228102,3.244212501,1.128773288,,
7.047405826,10.8520578,3.328875234,2.483302899,,
0.81957734,0.889307351,0.897898332,0.064194252,,
2.666196594,3.557574355,1.36125312,1.430935648,,
3.169851256,3.739553049,0.116393104,2.59322404,,
4.063522623,4.478890059,0.394725415,2.76334617,,
24.40396909,36.29075711,21.72664931,0.419326282,,
8.76575619,11.40105529,2.651880611,4.412652491,,
3.636653306,4.543660176,5.295410459,0.579046302,,
8.43628322,11.73789479,7.472297275,0.062579801,,
5.65305451,8.062663462,4.964631206,0.222190092,,
0.671435159,2.193952082,0.126896884,0.371347978,,
9.266416502,12.6187795,6.004948191,0.031469608,,
2.569871431,2.712615788,0.291286808,1.572686725,,
0.646554434,0.77405647,0.288471389,0.002451527,,
2.844812024,5.814323788,1.923756405,0.438824092,,
5.916597789,10.79736814,5.340251412,0.032417787,,
4.602754495,5.171218316,3.278514654,0.00015404,,
2.405535325,3.716662686,0.217148728,0.850382904,,
2.603822191,2.88774774,0.247284704,0.902730097,,
3.869648663,4.784952211,1.812621633,1.661748276,,
6.380551767,10.28509177,6.754375024,0.001539801,,
2.840597251,3.737222522,3.945551535,0.32754855,,
2.516698964,3.409622379,2.059582874,0.002993044,,
15.2143085,21.67346653,13.69387371,0.017211717,,
14.62121079,14.68110519,0.00959112,12.17251645,,
3.086865801,5.985545168,0.29200456,2.081131115,,
6.480506133,6.569213826,0.110994292,4.318122627,,
0.650739256,2.203380386,0.211050132,0.392017563,,
0.776821456,1.276262289,0.699062601,0.012379521,,
5.017335215,7.075526082,2.923770594,0.096639823,,
1.155846401,3.383461357,0.278934363,0.011321085,,
9.06378704,9.160965022,0.168031006,7.700425141,,
2.310173418,3.011509283,2.778551107,0.021277051,,
4.314330525,6.089251912,1.821191963,0.385654248,,
2.845894264,3.083152909,0.916529311,1.728841018,,
4.439472604,4.581778597,0.431894762,3.566707579,,
0.8495837,1.063671711,0.623732521,0.008349785,,
2.572573785,2.630141587,0.339541769,0.196770769,,
2.862005816,2.938194178,1.184488762,0.11187874,,
1.168662611,1.928067782,1.156387471,0.104868062,,
5.080763601,6.883698343,5.277313901,0.000107852,,
1.236001713,1.619735502,1.4753888,0.280020763,,
2.701325542,3.658990118,3.062709432,0.182128283,,
0.825266511,1.15284014,0.544602797,0.267564439,,
8.498520298,10.65250908,4.641205389,2.925269331,,
2.002802968,2.328979802,0.527923402,0.031241395,,
6.314445971,8.676030608,4.747961072,0.161458791,,
4.163118024,5.487380255,0.325540834,2.210147308,,
0.856906439,1.312325265,1.264848404,0.084932248,,
2.183886826,2.480624236,0.580869672,0.964687515,,
2.786485071,3.217978996,0.835082025,0.005146138,,
5.134651544,5.58062209,0.668013571,0.534895669,,
9.875254081,14.14577101,7.975713037,0.093487859,,
3.5425583,5.273376763,2.967282871,0.066322918,,
4.391639778,4.721359959,1.26769139,1.964409183,,
6.837578227,8.2490638,3.072106928,2.988977594,,
14.64582684,15.12944798,1.35054272,1.226859467,,
2.25707428,2.595087669,1.2197751,0.839968321,,
5.705935326,7.032925516,3.799403323,1.936016479,,
1.417031139,2.002778635,1.303565368,0.01807376,,
1.524584401,1.98021251,0.772306676,0.351759281,,
1.022658081,1.416462136,0.95232789,0.016649807,,
1.388855573,1.886680216,0.999651282,0.154711635,,
0.441855299,0.590942344,0.493556133,0.0003186,,
4.052871753,5.390846119,1.927051328,1.796127749,,
10.4419005,14.94630147,6.486039492,2.498287498,,
3.092931477,4.065650414,2.476952121,0.011375443,,
0.365428226,0.435306982,0.21723331,0.121161886,,
0.706572808,2.839086699,0.87139036,0.008858502,,
4.555851587,5.157769137,0.465412085,3.106003269,,
3.415604403,4.24072655,1.732050421,0.999910058,,
6.821896564,9.0983414,5.005763391,1.160946763,,
1.435623296,2.092035242,1.169504438,0.30349787,,
17.06549806,25.90591183,14.70080073,0.665314146,,
1.946037493,2.279012862,1.398667223,0.679779972,,
2.171000744,2.581921552,0.491261366,1.424682972,,
2.985195599,4.46847689,1.45422158,0.685540419,,
2.686134306,3.104482022,1.285132833,1.072682705,,
2.150207403,2.760660641,1.561311396,0.172751468,,
9.682245916,12.43088153,5.084676896,1.088095869,,
6.688014805,8.834668657,3.969602106,1.054177365,,
1.084680612,1.938706334,1.010343577,0.189183338,,
1.222514661,1.670818527,0.062882565,0.995623454,,
5.008934782,6.653013634,3.578748887,0.221299179,,
4.874770882,5.285294338,1.73696918,2.8502177,,
0.307863483,0.48878438,0.230426803,0.000625028,,
3.281035739,4.466453254,2.4211997,0.031746171,,
7.039614903,8.943652957,5.043813454,0.348943801,,
2.59029537,6.354094582,1.242494502,1.001938602,,
4.054122407,5.622880196,3.364267914,0.176852015,,
2.593855438,5.834723524,0.106801492,0.126395667,,
1.465253821,2.144921796,0.421647137,0.828373386,,
0.136188975,0.255549675,0.209671332,0.00026443,,
2.621317395,2.862251281,2.158051563,1.073248074,,
0.53052221,0.777933354,0.411057716,0.056924849,,
4.991031072,9.865498587,3.27293758,1.079246161,,
2.049404383,2.821381823,1.145241205,0.854146354,,
9.610205847,13.42097748,8.418971746,0.157296053,,
9.083768323,13.48757273,3.667714741,1.833183844,,
0.72608794,0.838136726,0.014030558,0.62561131,,
5.915411379,8.856710905,0.985527574,3.64447776,,
7.951433931,10.77842304,5.700756346,0.669015065,,
2.721590643,5.707121971,0.138256816,1.854646525,,
3.463557933,3.709190664,3.083076943,1.463622011,,
8.4634492,11.31518204,4.184853464,3.370110319,,
0.851367981,1.009636389,0.34282799,0.410586535,,
3.472172991,3.571003667,4.215963619,0.03308866,,
1.778443011,2.603507436,2.677722945,0.093775936,,
2.192840852,2.878430149,1.589828435,0.20581339,,
2.823364411,3.480893447,1.279826229,0.407308426,,
1.945519322,2.526411315,1.232772824,0.780737345,,
1.764243393,2.311737206,1.856677414,0.403812518,,
11.3787093,13.73166969,0.134706255,9.056905721,,
0.958198352,1.03888854,0.02290686,0.287855077,,
0.745816347,3.586846033,0.387498896,0.284168506,,
2.834322393,4.112244469,2.274687214,0.070848556,,
5.422421329,6.049432885,0.244814026,4.266332396,,
4.415421599,6.120994486,3.691168339,0.780842871,,
4.2212155,8.235203867,3.244298967,0.014832292,,
3.804939067,4.243798369,1.988827225,1.754375315,,
5.308539091,5.978621471,1.352509001,1.146273857,,
4.494926733,4.948454038,1.608175158,2.735783082,,
4.514291828,5.046651833,1.199030286,2.658228921,,
3.169117358,3.837292637,0.294568618,2.2241308,,
6.605794647,9.606509339,4.751157717,0.379008816,,
1.660921575,1.792249359,0.253922542,0.180580835,,
2.193310178,4.751488237,1.528053123,0.030852865,,
3.032623491,3.971072502,0.723017929,0.030837449,,
1.277269272,1.574672546,0.259172712,0.009233589,,
9.218191913,11.90628116,5.006764152,0.999590323,,
1.300662527,1.342846912,0.09407148,0.222344613,,
21.02935287,21.86087131,1.771253626,16.91437378,,
3.693378292,4.058225622,0.684856489,0.250562617,,
3.711395963,4.077182877,0.456960751,2.49114007,,
7.076152434,8.708586453,2.776504582,2.740465161,,
0.506940531,1.005781124,0.693058086,0.00712756,,
1.394785707,1.407258493,1.418392258,6.17E-05,,
6.373632362,8.248566368,4.311936264,1.731254927,,
0.749488533,1.023001789,0.512140959,0.170412156,,
7.100957295,13.09930104,4.477280285,1.9443904,,
3.015646022,7.346295885,0.91920539,1.675389086,,
3.561691486,4.355309076,3.292610113,0.016585267,,
2.034296174,2.154575292,0.593766752,0.306081858,,
2.562077134,3.621183078,1.945595606,0.008126659,,
0.153395209,0.828261767,0.099079714,0.022329302,,
9.778937457,11.03681848,2.674907473,6.171473766,,
12.317118,13.87862798,2.42011393,8.011667107,,
7.824489766,12.80325577,6.61901956,0.239402202,,
2.481851291,6.167141798,0.755083025,0.94671617,,
1.416254543,2.744492631,1.494848548,0.131460797,,
1.022835043,2.172499203,1.383285803,0.160144325,,
2.710094264,3.191982412,1.076801497,0.751422655,,
2.953340402,3.404979957,0.83426172,1.098939684,,
1.363873008,1.589863493,0.370191394,0.307634209,,
4.274638943,5.008760459,1.474702438,1.989885138,,
0.596531569,0.82867022,0.479714035,0.029737171,,
2.012462453,2.830121493,0.818414209,0.15046042,,
0.492166933,1.792308431,0.167560575,0.172521946,,
1.300556988,1.405946866,0.629035759,0.115129527,,
1.071722661,1.173521341,1.675083377,0.014500632,,
2.645697365,3.683880978,2.21625414,0.216590661,,
5.281651525,5.66860382,0.4404942,4.17375575,,
5.215147717,8.778199518,4.43921327,0.128612547,,
2.205742554,3.178884638,2.491096627,0.545603998,,
1.927915234,1.929210147,1.124641072,1.008226293,,
5.964699912,7.073093521,2.228605928,1.942628384,,
3.055361248,3.473677088,0.446032669,2.136463406,,
3.107582166,5.233309743,2.476588836,0.373528008,,
4.954571582,5.56207763,0.599710709,2.864059824,,
5.204512989,5.45220542,0.539315503,2.246737402,,
1.051964865,1.435422644,0.797644467,0.035618353,,
0.691129446,0.913235649,0.304364596,0.315202527,,
0.741453989,1.4788758,0.611673998,0.058110959,,
2.388607762,3.259314718,1.322892505,0.094658381,,
0.443157515,0.489717071,0.237716835,0.242919768,,
1.744012818,2.149738523,1.467291689,0.439335447,,
5.966379996,6.839163711,2.134966142,2.540990261,,
3.793813703,5.913463143,3.387542016,0.043478032,,
5.281443345,5.772321249,1.402489385,3.427146222,,
3.839950285,4.727977993,3.02038203,0.962423982,,
2.928756815,4.951115643,2.434279637,0.131424926,,
1.556327845,1.699774176,0.123966538,0.046666663,,
1.772986314,1.822219279,0.052549923,0.477248417,,
5.304041449,8.355242517,2.416552172,0.317473332,,
6.615248026,7.672816459,2.331672088,2.669503247,,
7.718044502,10.35378442,5.69893719,1.226908013,,
9.084299488,10.409816,3.134584537,5.422847366,,
4.191489957,5.378231643,2.583143144,0.368881042,,
3.921887378,5.23316193,3.516807214,0.316869306,,
7.617786364,9.998141175,4.386710713,2.083326338,,
0.799329254,1.229495994,0.724849309,0.004958642,,
4.826439783,5.120767955,0.460520636,1.004230542,,
1.894359513,2.110109612,0.280900951,1.493391532,,
5.794997241,10.84112376,4.947838858,4.45E-05,,
0.302778767,0.495878743,0.005131893,0.144583118,,
