Outcome,W1,W2,W3,W4,W5,Treatment,IV1,IV2
2.204027329,-1.955775613,0.272431969,0.152303134,1.28800095,-3.38073251,1,1,1
1.012842331,-1.329564365,0.426280353,-0.188125588,1.267236455,0.19430499,0,1,0
1.886073942,-0.526610896,-0.625958285,1.923263531,-0.61633357,-0.682063252,1,1,0
1.525559493,1.226077907,0.8855632,1.900297728,0.710205997,0.138050587,1,1,1
3.024199848,-1.651559625,1.544651153,0.852954822,-2.070653714,-1.065735499,0,1,0
0.53812817,-0.03994093,1.145688935,-0.298607903,-0.499965661,-0.54849451,0,1,1
3.301357008,-1.476748289,0.160488869,-2.039659643,-1.085567848,-0.238659486,1,1,1
0.971083678,-1.469607013,-1.171237965,0.340303227,1.287017536,0.501897617,1,1,0
-0.015135773,0.84534844,-1.084970582,-0.462932161,1.377610764,-1.942552496,1,0,0
1.929616851,-0.950379439,-1.695327862,-0.19539427,-0.624604405,-0.169530182,1,1,0
1.48774672,0.514272262,0.120633968,-0.3260788,-0.226624427,-1.325959574,1,1,0
0.818339283,1.102988623,1.465808262,1.412831904,-1.492707987,0.251658389,0,1,1
-0.183906949,1.288492993,-1.299113334,-0.144635288,-0.37620314,-0.888793998,1,0,0
-0.837662377,-0.214724721,-0.873835553,-0.248191959,-0.013463108,-0.166065315,0,1,1
0.930145414,-0.520755849,1.467902421,-1.84029991,0.674902416,-0.95278127,1,0,1
3.843969583,-2.387297637,3.321763496,-1.257071991,-1.922181339,-0.279567173,0,1,0
3.123831348,-0.084572642,0.197076951,1.41567985,0.617339673,0.499723432,1,1,1
-1.459031894,2.244425084,2.574587028,-0.256682732,0.859969893,-0.749632588,0,1,1
-0.218026809,0.05911646,-0.521501609,-0.217658523,0.081849181,0.115129588,1,1,1
0.543177958,-1.011014957,0.960008989,-0.236191214,-0.481668073,0.820542602,0,0,0
1.012080327,-0.461547136,-1.127207085,0.171061039,1.571843866,-0.395010633,1,1,1
2.419173296,-1.240586185,1.426283436,0.549987269,-1.491246244,0.095679539,0,1,0
-0.368984733,0.154101593,0.584697419,-1.577649738,-1.029518532,0.922183957,0,1,0
-1.110177932,0.916416399,-0.410448209,1.394916372,-1.536241607,0.933402465,0,0,0
2.972724942,-0.798724413,1.563641567,-1.207972216,0.084875269,-0.631732525,1,1,1
-0.597143615,-0.638104506,-1.833774634,0.542833963,-1.161054542,0.269323429,0,1,1
0.937265363,1.711154898,0.925491487,0.634766969,-1.632404805,-0.22159497,1,1,1
-0.782346108,-1.232219133,0.142317055,-0.852029297,0.482045694,1.199820368,0,1,0
1.09198039,1.509690734,0.797740629,2.426829981,2.503994671,0.536561211,1,0,1
1.235850366,0.104365275,-0.822583053,-0.281896937,0.5536681,-2.760497015,1,1,1
0.314556962,0.174312351,0.79338846,0.979552548,-1.14532891,-0.686220285,0,1,0
1.118363256,-1.055774005,0.208682983,-0.341134517,-0.250501683,-0.503501173,0,0,0
2.033234758,-0.946271071,0.082144766,0.788279867,-0.344724729,0.567955609,1,1,1
-0.086319005,-0.200094733,-0.458070475,-0.492553396,-0.245290764,0.87288754,0,1,0
0.138294762,1.687179429,-1.143041449,1.027821198,-0.771374559,0.482167257,1,1,0
0.58804375,0.341776645,-0.692289191,-0.151829274,-0.416287426,-0.18733164,1,1,1
-0.337291639,0.919735908,0.124205637,-1.435374996,-1.929193853,-0.730476654,0,1,1
2.535399244,-2.486225298,0.786664734,-0.833446975,-1.071652353,0.676152243,1,0,1
0.220771743,0.646259827,0.205692011,1.213251488,-2.131757318,0.761149178,0,0,1
-0.495713999,-0.174277383,-0.15567429,0.139528226,0.426577787,0.676058382,0,0,1
-0.571644728,-0.742479209,-1.083640939,-0.508172751,2.40039498,0.437822535,1,1,0
-0.312407727,-0.795575703,1.451353574,1.135823308,-0.564365826,1.693029336,0,0,0
-0.804999316,0.239637079,-0.543072534,-1.518064676,0.033981143,-0.217807758,0,0,1
0.297018093,-1.729820239,0.067477438,0.822116608,-2.151293756,0.534733426,0,0,0
-0.712530227,1.46848551,-0.719864513,1.905475638,1.827481213,-0.151631269,1,0,0
2.12121183,0.424277396,-0.685385442,1.591289807,-1.659898736,-0.531464926,1,1,1
-0.337455439,0.387725501,-1.546580417,-0.48102737,0.79032211,-0.695422598,1,1,0
1.342795834,0.807686118,1.22519429,0.946307374,-0.05989901,-0.429238643,1,1,1
0.995896446,-0.545388153,-0.086300964,-0.359579763,0.043693937,-0.272082602,0,0,0
1.625783478,-1.104175795,-1.549197286,0.670026756,1.747794715,-1.056792181,1,0,1
1.712324443,-0.689693451,0.714257286,-0.633995657,1.851842254,-1.022353455,1,0,0
0.6432853,-0.54084058,0.552384597,-2.370743491,-1.235007128,-0.505173473,0,1,1
2.039430915,-1.917657182,-0.475511395,-0.346585485,-1.400812929,1.62766139,1,1,0
2.86730801,1.534300064,0.66040191,2.515920262,-2.713073436,-0.584836066,1,0,1
1.346720852,-1.53956626,-1.899932868,1.082447461,1.854882794,-0.659079272,1,1,0
-1.02869333,-0.077820776,0.414420132,-0.478731689,0.469750825,1.79565289,0,0,0
-0.821086821,-0.210227751,0.240878648,-0.14035027,-1.798190341,1.350480878,0,1,0
-1.274305094,0.939613457,0.68742962,-1.540230125,0.699362343,1.064250328,0,1,1
-0.896932252,-0.139655603,0.785642789,0.428761224,0.060714855,1.304849352,0,1,1
2.646189879,-2.460089964,-0.03310937,-1.510301883,0.764784132,0.729729238,1,1,1
0.006755805,-0.04676366,0.349557187,0.389371491,-0.49798781,-0.295150523,0,1,0
-1.299612963,0.862537347,-0.693573898,-0.251617244,0.685062684,-0.184145324,0,1,0
2.135282536,-0.17530713,0.810941141,1.295679395,-0.124778279,-0.291840991,1,1,1
-1.567962814,1.582185513,-1.21686704,0.049681188,-1.393623649,1.934014686,0,1,1
1.15352178,-1.272505701,-0.964173734,-1.144920361,0.409625159,0.839252736,1,1,1
1.020763939,0.259806875,1.953560655,0.272656291,0.144128943,0.145758677,1,1,1
-0.0032036,1.017524048,-0.893350614,0.099127021,-0.527771016,0.807577715,1,1,1
3.929773267,-1.467827472,0.406709312,0.360612192,-3.40586071,-1.203780843,1,1,1
-3.15292173,1.248490684,-0.752013408,0.860146654,-0.823705172,1.211775968,0,1,0
-0.341444114,0.280254931,0.134467682,-0.982971627,1.059254582,-1.49474964,0,1,1
1.464552084,0.166251834,0.605182123,0.525008666,-0.91296714,-2.268063454,0,1,0
0.209734885,0.445642472,0.57780127,0.286572603,-1.217726958,1.166397233,0,0,0
-1.74858232,2.910031773,0.467663838,0.19068469,-2.01704593,1.843602634,0,1,0
-1.728836245,2.498296001,-1.045369989,0.523177941,-1.448998251,-0.794099447,0,1,1
-0.095244829,-1.493519156,-0.631215133,0.703235579,-0.350568078,0.537562155,0,0,0
0.76171907,-0.703436832,-1.640815124,-0.609769087,1.2989448,-1.214840231,1,1,0
-1.859086628,0.0470221,0.282243061,-1.050544259,1.395783629,1.273913088,0,1,1
0.90628284,-0.580958128,-0.05022361,0.173374581,3.022085498,-0.327408953,1,1,1
-1.649238059,1.045003963,0.429085586,-0.463946848,0.242198443,0.277184147,0,0,1
2.065653748,-0.160812693,-0.543333725,1.339392169,-0.968070372,0.32679268,1,1,0
1.837447864,-2.140326079,-0.385605292,0.698702884,-0.395124433,1.524184443,1,1,1
-0.171663861,0.085034744,0.28682274,1.039616994,-0.01913435,0.010396676,0,0,0
-0.620311958,1.267270418,-0.426431528,-0.485852632,-0.263368483,-0.403617215,0,1,0
-2.057558087,1.281996497,-1.142770451,-0.342183608,2.269759903,0.995226333,1,1,0
2.788524671,-0.262466058,0.077613178,-0.788931404,0.307088699,-1.429084107,1,0,1
0.441032208,-0.287129894,0.969420797,-0.526487737,-2.591568401,0.685508577,0,1,0
3.076720303,-1.689530777,-0.558722331,0.585747442,-0.515481035,0.159016017,1,1,0
0.909847334,-0.918763655,-1.324752547,-1.311504251,-0.064821322,-1.168051536,1,1,0
1.450123376,-0.40748615,-0.44795749,0.727443481,-0.289364183,-0.197826433,1,1,0
1.740952663,-0.029203465,0.301120365,0.428431086,1.663809485,-0.294131222,1,0,1
-1.075636995,1.530721976,-0.542464427,2.9197501,2.038655888,1.331560259,1,0,0
0.204059223,-0.039381399,0.430626886,-0.452253392,0.659176684,2.925085444,1,1,1
2.341607408,0.939195419,-0.3522782,1.365409599,-1.794261723,-0.59773035,1,1,0
1.48808647,-0.924134673,-0.65434644,-0.611641177,0.020073643,1.767086934,1,1,1
-1.776237698,1.095718021,-0.53131316,-0.044964234,-0.23059265,1.14665906,0,1,1
1.098211914,-1.152115656,-1.501202921,0.65499658,1.899199694,-1.319224373,1,1,0
0.649559012,0.745849543,1.716000505,-0.37178682,-0.165791529,-1.107973969,0,1,0
2.113817458,-1.538424014,0.007087312,1.416562434,1.769487278,0.753269878,1,0,1
0.044412932,-0.59446558,0.081577881,-1.055574817,1.819079266,0.718862479,1,1,0
-0.25157359,-0.76828871,-0.689833326,-1.069684048,1.951202851,0.249531744,1,1,0
-1.681386066,-0.769247747,-2.494334276,-1.21721499,1.612646485,2.72463077,0,0,1
4.474480582,-2.11101088,1.562970884,0.341279689,-2.339648096,-1.085068797,0,1,1
3.300509283,-2.221081666,0.431525155,0.453010283,0.912588299,-0.204188376,1,0,1
-1.621616962,1.353639531,-0.361422686,1.611122799,1.137161401,1.504261278,0,0,0
0.399219089,-1.075360714,0.135799219,0.586777995,-0.042751297,0.764154119,1,1,1
2.236870734,0.504153307,-0.060925867,-2.446617489,-0.175576668,-1.158721736,1,0,0
1.369189452,0.655381836,0.378966311,0.010479381,-0.077902537,-1.07917414,1,1,0
-1.211813854,1.064816466,0.056510977,-1.142829575,-0.982023575,0.550204371,0,1,0
1.018520355,1.456333133,1.202646273,-0.251708755,0.74729296,0.311147933,1,1,0
2.750520919,0.017593852,-0.617363453,0.824015161,0.123905614,-0.081056035,1,1,0
0.67515517,1.389414703,0.106257058,0.320363211,0.793950043,-2.257457547,1,1,1
1.539637432,-0.524984218,1.566418347,-0.823302589,0.324530512,-0.410915665,1,1,1
-0.850523648,-0.237338971,-1.564102781,-0.622582261,0.910145169,0.535783845,1,1,0
-2.119469213,2.069467438,-1.540066578,3.309974713,0.278807406,0.416235024,1,0,1
1.126967056,-0.666867287,-0.274388233,0.285320351,0.671156665,-0.190866632,1,1,1
-0.219378434,-0.984283235,-1.645506973,-0.863083911,2.292529792,-1.156078352,1,1,1
-1.137651376,1.894037113,-0.471740008,-0.370226687,-0.04843794,-0.681985067,1,1,0
-0.149812594,-0.045920281,0.944976796,0.17357826,-1.18425109,0.930254484,0,1,1
1.331830863,-1.090654315,-0.36969799,-0.802270695,-0.477579784,-0.692056767,1,1,1
-0.686928587,0.54942573,-1.726645443,-0.372986182,0.05946907,0.545144818,0,1,1
1.927115559,0.302414862,0.105773676,-0.41559056,-0.179465139,-0.785821072,1,0,0
-0.079711573,-0.187545799,-1.490140375,-1.299512878,2.290730768,-1.177356035,1,0,0
-0.017957038,0.1188393,-0.908148211,-1.194688249,2.604402059,-0.379090329,1,0,0
1.871800498,-0.192798268,-1.089875018,-0.301377784,0.253311807,-1.027066161,1,0,0
0.368057668,0.634426849,0.402684564,-0.411102434,0.829623395,1.053186924,1,0,1
0.541860957,-0.692949448,1.322096652,-0.49762557,-2.403097663,-0.990009833,0,1,1
1.007864597,-1.165732096,-0.600334656,0.573850258,-1.063702857,0.032526266,1,1,1
-0.811846474,1.897817197,-0.282045558,-0.425517034,-1.563901352,0.207857698,0,0,0
1.875149334,-0.448666728,0.037992378,0.036207566,0.407132651,-1.592851748,1,0,1
0.609994108,1.32920762,-0.801489378,1.092818301,-0.093833654,0.402772256,1,0,0
-1.562449419,2.516309118,-1.140955388,-0.108015834,0.770372624,0.583830053,1,1,1
-0.821112507,1.239556317,0.124718744,-1.718929879,-0.130997151,-0.61485872,1,1,1
-0.117855683,0.976071443,0.887931667,0.888353883,2.308630876,0.401922361,1,1,0
-0.095170827,0.511640567,-0.750577305,0.552343871,-3.036911384,0.033099878,0,1,0
1.856612236,0.619694476,0.879674653,-0.014433601,-0.598768294,-1.922823777,1,0,0
2.830020221,-0.128888866,1.43192563,1.682483235,0.641473481,-0.747325257,1,0,0
1.211692111,0.218872143,-0.066309966,0.809777953,-1.010801785,0.774717421,1,1,1
0.491270912,0.244459258,-0.073369471,0.408658829,0.414856838,0.420353181,1,1,1
1.611694049,-2.092677164,0.03981681,0.450861956,-0.243531923,1.717102989,0,1,0
1.722334727,-1.388198384,-0.7699379,0.766785179,-0.42833188,-0.520679304,0,1,0
-0.584253707,-0.618261418,-0.200974431,0.938348434,-0.883609727,1.606685737,0,0,0
1.249317992,-0.15934848,0.587109005,1.056983581,-0.378503105,-0.520619259,1,1,0
0.964743041,-0.162906279,0.797972933,0.590017738,-0.570630096,-1.117128748,0,1,1
0.727831559,-0.824834521,-0.396667634,-0.538404005,1.876869404,-0.045640702,1,0,0
0.440506978,0.307832195,0.275229472,-0.147522916,-1.786127393,-1.197803735,0,1,1
0.517681594,0.204760171,-1.205499095,1.58565201,1.645431827,0.641711526,1,1,0
-2.480139129,0.561343989,-1.430189316,0.408147948,0.727974805,2.783004137,1,0,0
-0.369117322,1.407111585,0.925625163,1.440893095,-0.16165647,-0.366736339,0,0,0
-0.564580531,0.039649158,-0.662956151,0.228613669,-1.383868033,0.583987218,0,1,1
-0.642480425,0.444488035,1.011095201,-0.46502678,3.272878769,0.846166997,1,0,0
1.302658334,0.71093296,-0.318246683,-0.164019073,-1.242593703,-1.664770169,1,1,0
-0.806714816,1.304491184,1.60860756,-1.541001035,0.265190418,-0.860913941,0,1,0
1.794659355,-0.187916564,-1.122177886,1.325555127,-1.759555783,0.988906846,1,0,1
1.582152702,-0.934645904,0.825980178,-1.524033592,0.816606153,-1.179084103,1,1,0
-3.146780766,3.003489175,-1.593651433,0.69839935,-0.478623291,0.334509628,0,0,0
1.093708818,0.336335875,0.28810416,0.305950557,-0.528074974,1.969718416,1,1,0
1.214578324,0.184845341,0.108123683,0.437782943,-0.063367006,-0.105497895,1,1,1
1.826509142,-0.377294818,0.977591077,-1.227993755,-0.318591004,-0.632973458,1,1,0
1.00114199,-1.668165983,-0.239278676,-0.890055227,-1.746641892,0.374418317,0,1,1
2.924488868,-2.341845006,-0.283836059,-0.748283143,-0.674359943,-1.58848811,1,1,1
2.138867786,0.965036393,0.358076569,0.658610115,-1.64754441,0.389012792,1,1,1
1.318150224,-0.870518312,-1.739924235,-0.010432381,2.462199003,0.090737718,1,0,0
1.42844192,-1.113565204,0.909506695,-0.407129893,0.116779787,1.116190327,0,1,1
-0.528120301,-0.071242933,-0.008703105,-1.410854873,1.131206263,-1.251517097,0,0,0
1.806293695,-0.630579364,-0.692563,0.261842214,0.02841569,-1.065936506,1,1,1
1.339055801,-0.929995373,1.246212424,-0.257148208,-0.641359424,-2.720418589,0,0,0
1.426811886,1.421026379,0.379353522,0.131955957,-1.309901955,-0.021673705,1,1,1
0.16095499,-1.513177805,-0.103097153,-1.152981355,-0.290394866,1.723383535,0,1,0
1.151668534,0.818720805,-0.29473746,-0.906337708,0.927812434,-1.087280931,1,0,1
3.591554714,-1.122921746,1.79203887,0.332423303,-0.026497502,-0.068014554,1,1,1
1.015443834,-0.207094138,0.831096451,-1.871391044,-2.685870146,-0.299233878,0,1,0
-3.230088946,1.236445281,0.907229551,-1.626712302,2.170903907,1.442041631,0,1,1
2.732500511,-1.968828956,0.659418035,-0.983913656,-0.503389347,-1.938885624,0,1,0
-0.342713137,-0.11995143,0.054190865,-1.417430067,-1.248544068,-1.02722569,0,0,1
-1.014221054,2.50420178,-0.673855987,-0.357541873,2.013076839,-1.415682797,1,1,0
1.173027691,-0.637529042,1.203584162,-1.186483043,1.629130536,0.084039782,1,1,0
0.644055492,1.980929901,0.352645185,1.474617883,0.005214562,0.150572217,1,1,1
0.610956547,-1.213032069,-0.489214005,-0.736069359,2.344401704,1.86360085,1,0,0
1.261243417,-1.267253751,-1.186822863,0.400269624,-0.345743955,0.261483316,1,0,0
1.818242983,-1.070761539,1.456522366,0.283878819,0.415981553,0.647354704,1,1,0
0.700354018,0.127406054,0.275534714,1.006833941,-1.079854064,-0.184703472,0,0,0
-0.715441685,0.156997727,0.085875544,-0.982944073,-1.427606399,0.204192834,0,0,1
0.034296051,0.267193931,-1.545684531,0.405842648,0.034359046,3.527025822,1,1,1
-0.963509536,1.738973912,-0.339676679,0.822605244,1.258791958,0.670170397,1,0,1
2.096430161,-1.896103467,0.164740414,-0.112668937,-2.295294576,0.426244835,0,1,0
1.881285571,-1.222663285,1.062810136,-1.189531662,-2.784551019,-0.013581748,0,0,1
3.10462761,-1.106027539,-1.312225854,1.885721681,-0.125147633,-0.818114961,1,1,1
1.90672371,0.334098649,1.733350354,0.981626337,-0.79274595,0.494218572,0,1,0
0.901301982,1.016040028,0.14207804,0.953645157,1.422423926,-0.719574423,1,0,1
-1.997849962,-0.219887065,1.246706666,-3.139855409,2.218117864,0.230012348,0,0,1
-0.977124277,-0.839229426,0.973476356,-0.517666765,2.809806027,1.708459396,0,0,1
1.970343728,1.843753032,0.229568118,0.445751485,-1.345227727,0.640838901,1,1,1
0.154505316,1.637984442,-1.011637514,0.503088851,0.265857938,0.236371079,1,1,1
0.352873088,-0.243666957,1.184566289,-0.593943893,-0.329143256,0.35307752,0,0,1
0.636351072,-2.252575413,0.139628644,-1.564288354,-0.911493789,-0.043590831,0,1,0
