Outcome,W1,W2,Treatment,IV1,IV2
-0.123330393,0.414746987,1.202445897,0,1,0
0.625996387,-1.900064358,-0.784360861,1,1,1
1.396021439,-1.516575621,-0.441190589,1,1,0
-0.216114587,1.916731856,0.410262759,0,0,0
0.087820288,0.8382498,-0.513254754,1,0,1
0.233032151,-0.794480172,0.166093224,0,1,0
1.54728194,-1.926196486,-0.627348027,1,1,1
2.290688873,2.49374704,0.297222207,1,0,1
2.129961394,-2.749952751,0.9880787,0,0,1
2.699183855,0.70063701,1.334751007,1,1,0
1.477429583,0.844711694,0.064004178,1,0,1
0.820159139,-0.323849133,0.334967766,0,1,0
1.500215532,1.647162959,1.426455576,1,0,1
3.11621287,-1.856738501,1.15688096,1,1,0
1.6694553,0.399779625,0.748008958,1,0,1
0.500686806,1.192912317,0.174783822,1,1,0
0.450876637,-2.325088088,-0.304013139,1,1,0
-0.400764817,-0.198615701,-1.026711154,1,0,0
1.049154205,0.899561552,-0.174825334,1,1,1
1.777603134,-2.194352051,-0.184030769,1,1,1
0.384840566,-1.349135299,-1.401668584,1,0,1
-0.152905771,-0.261440426,0.915616886,0,1,0
0.230188678,-0.604798718,-1.54661063,1,1,0
-0.576982311,0.747158847,0.176671126,0,1,0
0.329002727,1.967186893,0.419957316,1,1,0
-0.403784635,0.460700987,0.262192116,0,0,0
0.55891776,1.450335018,1.034509471,0,0,1
0.299366321,0.918818485,-1.042556123,1,1,1
-1.912286643,0.363909164,-0.648625669,0,1,0
1.466774875,-0.517842242,0.621050579,1,1,1
0.763947723,-0.329178061,-0.841710463,1,1,0
0.458434286,-1.770200918,0.861272122,0,1,1
0.711736053,-0.935655,-0.084461332,1,1,0
-0.946960412,-1.343813204,-1.027738589,0,1,0
1.955076164,-0.885249832,0.406551896,1,0,1
1.077941002,3.345854507,0.616060996,1,1,0
0.494362566,2.693733724,1.48357053,0,0,0
1.738212709,1.63653006,0.541206824,1,0,1
-0.988245544,-0.518184224,-0.189850627,0,1,0
7.31E-06,1.140580314,-0.230676822,1,0,0
0.028588063,0.16213676,-0.818866152,1,1,1
0.761670039,1.108404147,0.042615466,1,1,1
2.000754048,-0.687014279,-0.02117916,1,1,0
-0.070074593,1.358157776,0.208387774,1,0,0
-0.011981061,1.310319055,-1.055568533,1,1,1
0.830009764,-2.772211528,-0.026881366,0,1,0
0.606246093,1.195702152,0.966951116,0,1,0
0.46358381,-0.990796208,1.095137454,0,1,0
0.959895574,0.072264195,0.601987072,1,1,0
0.915956762,0.684252005,2.172865518,0,1,0
3.338087451,-2.613702407,-0.217320349,1,1,1
-0.13374335,-0.400737302,0.888712143,0,1,1
1.985308694,1.614318446,1.989183765,0,0,0
-0.966448209,-0.702405597,-0.120589549,0,0,0
0.444212469,0.262128719,-1.30231118,1,0,0
0.866930271,0.972282767,-0.417584527,1,1,1
-0.369187052,0.314090161,-0.512526083,1,1,1
0.921302942,0.010884585,0.36495633,1,1,1
1.46080112,0.453702939,0.786234563,0,1,0
0.326888895,0.401406183,0.105621949,1,0,0
0.613765713,1.871414464,1.566922051,0,1,0
0.460403056,1.520899525,-0.619389283,1,1,1
-1.100007261,-0.157812714,0.182647,0,0,1
1.48689506,-0.075042498,0.148144913,1,1,1
1.418161947,-1.765291747,0.088797556,1,0,0
-0.764286962,-1.248334113,0.491604063,0,0,1
-0.243770047,-0.386386812,0.479437559,0,0,0
1.128061581,-0.33056741,0.81296096,0,1,0
0.874328159,1.326259791,0.473150264,0,1,0
1.140112603,1.999555747,0.840802008,1,1,0
0.164768385,0.538267053,-0.945348572,1,1,0
1.151890456,0.126781676,-0.151123045,1,0,1
0.378845218,1.371276602,0.256785763,1,1,1
-0.276637831,-0.288802184,0.824503734,0,1,1
-1.277163625,-0.070969184,-0.652933579,1,1,1
1.136864348,-0.968007478,-0.624000968,1,1,0
-0.998575215,-0.757006568,-2.407302546,1,1,1
-0.121417286,-1.01924914,-1.009029425,1,1,1
0.287651249,-2.818695727,-1.293861037,1,1,1
1.100693895,-0.029286931,0.403177779,1,1,0
-0.56698366,-2.004955879,-0.541694498,0,1,0
-0.735538377,-1.286755975,0.24480179,0,1,0
-1.310168581,-2.108475809,-1.335391146,0,1,0
2.636227508,0.400993448,0.877692119,1,1,1
-1.146286031,0.617505607,-0.741364485,0,0,0
-0.035029523,1.898887756,0.944774748,0,1,0
-1.321455886,-1.417643521,-2.243750654,1,0,1
0.615115225,-0.74880609,1.310138262,0,0,1
0.140365145,2.59496309,-1.005578071,1,0,1
0.935802961,-1.668386545,-1.126514707,1,1,0
-0.387533041,0.297838556,0.192131949,0,1,0
2.30370775,-0.800748499,0.778954354,1,1,1
-0.188365533,-1.122123584,-0.511061305,1,1,1
1.212154054,0.073906218,0.450690165,1,1,0
-0.203628605,1.469043475,0.453924836,0,1,0
1.410835574,1.610573632,0.849024405,1,0,1
-0.153620453,-1.088344937,-1.715863425,1,1,1
0.265042419,-2.658043332,-1.143495189,1,1,0
1.87417786,-1.22419507,0.143325445,1,0,0
-0.728869806,-0.214529932,-1.503179831,1,1,0
0.98244554,-0.697325321,-0.835165403,1,0,1
1.7695751,1.334189788,0.429950231,1,0,0
1.310353393,0.347999229,-0.4075077,1,1,0
-0.518028721,1.617258138,0.220053635,0,0,0
-1.16209921,-1.012803069,-0.390644848,0,0,0
-1.909365281,1.057091469,-0.230588601,0,1,0
-0.765182727,0.342557803,1.003630892,0,0,1
0.722467713,-0.123412893,1.92913901,0,0,0
-0.716852095,-0.430617304,-1.803956576,1,1,1
-0.386182118,-0.160257425,-1.780810577,1,1,1
1.64074414,-0.347430739,0.181678471,1,0,1
-0.645949943,0.964491234,-0.022252577,0,0,0
-0.720369906,-1.361396609,-2.080924529,1,1,0
-0.009465263,0.392894248,-0.55933106,1,1,0
0.652424667,0.435391436,1.991732287,0,1,0
0.950673512,-0.49861412,-0.629850453,1,1,0
0.600924012,1.003670538,-0.11432972,1,1,1
-0.266866488,1.07425665,-0.401067563,0,1,0
1.140780658,-1.065214835,0.18946806,1,1,1
1.838859638,2.339931844,1.151334529,0,0,1
0.825530087,-0.391076519,-0.523612447,1,1,0
-0.56044439,-0.275724216,0.270358929,0,1,0
1.363304313,1.859415368,0.872352692,1,1,1
0.269673963,-1.93711668,-0.985354996,1,1,0
0.980955311,-0.322194478,0.161427517,1,1,1
0.429377162,-1.400869554,-0.168124211,0,1,0
-0.069556378,-0.944768625,-1.252631521,1,1,0
0.052277619,-0.716058558,-0.121550224,0,0,1
-0.67423425,1.062639245,1.004273239,0,0,1
2.737143161,-1.253411256,0.923528429,1,1,1
2.037706337,-1.598070714,0.019716713,1,1,1
-0.388104321,0.693671262,0.113536743,1,0,1
0.448101683,1.531330524,0.926078949,0,0,0
0.18317872,1.532030411,0.50647275,0,1,0
1.481197334,0.239335008,0.983029502,1,1,1
0.112528548,-1.065644745,-0.730733868,1,0,1
0.678157858,0.877785693,-1.422682218,1,0,1
0.596768987,-0.160045088,0.486953331,0,1,1
1.333636115,-0.64056286,-0.257501031,1,1,0
3.180511548,-0.032327023,1.370327249,1,0,1
-0.042383939,0.954720435,0.358528347,0,0,0
1.054872513,-1.605198436,0.505164601,0,1,1
-0.616829511,-1.123067781,-1.551785219,1,1,0
-1.885704657,0.809262308,0.034842082,0,0,1
-0.051951344,1.246947183,0.465034488,0,0,1
0.105196572,1.472531536,-0.416760118,1,1,0
0.995745181,0.203553559,0.00486581,1,0,0
1.251964134,-1.420448908,-0.036770195,1,0,0
1.389750461,0.881259629,0.392807973,1,1,0
0.824675693,1.185424067,-0.109304901,1,0,0
0.874676332,0.848075227,1.341995695,0,1,0
0.000781278,-3.840105912,-1.314253151,1,1,0
1.98520337,-0.722581064,1.059347915,1,1,1
-0.750857353,0.213148685,-0.840657889,0,1,0
0.444441883,2.632814322,2.513107864,0,0,1
0.795815471,0.285395945,-0.656526636,1,1,1
0.641282331,1.084035901,-0.437006251,1,1,1
-0.058184861,-1.728281378,0.401331078,0,0,0
-0.571650006,0.128947225,0.149359398,0,0,0
1.490465046,1.912339373,0.128258408,1,0,1
0.299054387,-1.15446172,-0.008716226,0,1,0
-0.439938809,0.106305596,-0.066672674,1,0,0
1.032715718,0.274379644,1.411698831,0,0,0
-0.393814275,1.863326118,0.394214239,0,0,0
-0.795420966,1.209890198,0.355851389,0,1,0
0.822355047,-1.398018647,-0.730596174,1,1,0
1.526632554,0.69664337,0.39664523,1,1,1
0.960312076,2.545825964,1.233862673,0,0,1
2.611966648,-1.156058959,0.070094789,1,1,1
-0.329832641,0.943869608,0.403470981,0,0,1
0.823306552,0.458676677,-1.027936979,1,1,0
0.148957637,1.850235838,0.397054442,0,1,1
0.296236496,0.918400783,-0.544035043,1,1,1
-2.229796434,-0.022706621,-1.775391065,1,1,1
1.606319825,-1.088509546,0.098527402,1,0,0
1.504045685,-1.018469885,0.231257687,1,0,1
1.075152149,1.422357068,-0.064639038,1,1,1
0.205692699,0.022629798,0.680881736,0,0,0
1.148619222,0.913314593,1.624077582,0,1,0
-1.582375936,-0.195257928,-0.957714726,0,0,0
-0.097295305,1.644371236,1.374873129,0,0,0
0.523714369,-1.714493824,0.063697012,0,1,1
1.116492968,-0.902041296,2.147064237,0,1,1
0.118648636,1.876707913,0.888747055,0,0,1
0.28688074,1.032067109,1.075354829,0,1,0
1.233271959,-0.852694046,0.241216413,1,0,1
0.662540589,1.985097128,-0.592290949,1,1,1
0.34272787,-0.205741297,-0.146308365,0,1,1
0.515096034,-2.8028565,1.219289534,0,1,0
-0.216704147,1.227625386,-0.871864539,1,1,1
-0.65477533,-1.717784726,1.082015802,0,1,1
1.276202803,0.102637823,-0.063490159,1,0,1
1.420032803,-0.349449902,2.302709494,0,1,0
1.350323802,1.496187192,0.562834111,1,0,1
-0.126870971,-1.110876844,0.063218994,0,0,0
2.559919248,1.421740669,0.096925274,1,1,1
0.134908184,-0.367934927,-0.415435934,0,1,1
-0.259332789,0.682931027,-0.727352812,1,1,1
0.483508803,0.878742545,-0.020173028,1,0,0
1.432808379,1.173451535,1.380963546,0,1,0
-0.06890631,-1.887153477,-0.484930883,0,0,0
0.350781451,1.56153051,1.596570212,0,0,1
-0.090251997,-0.191226045,1.303151796,0,1,1
-0.455407811,-0.204620157,0.223612548,0,1,1
0.908510036,-0.778565288,-0.544765387,1,1,1
3.441460643,-1.093767416,0.935416223,1,1,1
1.078339592,-0.031322322,0.538563093,1,1,1
0.068098861,1.782080316,-0.128020105,1,1,1
1.659187403,0.612664896,1.012362418,1,1,0
0.902605559,-1.015904876,-1.642904612,1,1,1
2.079356205,-1.520883718,1.87733707,0,1,0
-1.669668309,0.544699829,-1.273566492,1,0,0
0.189929998,0.272451251,-1.411906309,1,1,0
2.577054053,-1.675918893,0.118378495,1,1,1
-0.0209428,-2.176482727,-0.392475882,0,1,0
1.250033836,-2.63411079,0.916511193,0,1,1
1.216727518,-1.271257891,-1.192184104,1,1,1
-0.436728211,-2.576815679,-1.191750017,0,1,0
1.084104496,1.81485315,-0.534503396,1,1,1
2.471548013,2.064610503,0.811760483,1,0,1
2.107415819,0.045900511,1.76683456,0,1,0
0.033353727,-0.448563279,0.43356633,0,1,0
1.316815884,1.7411563,-0.69538626,1,1,1
1.162289671,-0.184149637,-0.205233623,1,0,1
0.345296567,-0.603259828,0.230651455,0,0,0
-0.475738779,-1.030573205,-1.419866857,1,1,0
1.232750318,-1.863234204,-0.405709258,1,1,1
-2.036608475,-0.760443495,-1.390833061,0,0,0
2.63322465,0.617704367,0.197072432,1,1,1
0.433891333,-0.090695732,1.065575386,0,1,0
1.409725388,0.695274348,1.058986918,0,1,0
0.515763811,-1.651512797,0.316886009,1,1,1
2.013333047,2.077946011,0.838928538,1,1,1
1.198906162,-0.010880872,-1.385290432,1,1,0
-0.070528935,-0.934982578,-0.215882568,0,0,0
0.433808467,0.220818401,-0.278318286,1,1,0
1.090880957,-0.280193416,-0.388947547,1,1,1
-1.146148878,0.624976284,-1.121274489,1,1,1
0.914881919,-0.326355897,0.497632415,1,1,1
0.846292869,0.318311088,-0.41516413,1,1,1
1.335530692,0.094219946,0.44601378,1,1,0
1.300723293,0.352944209,1.628569203,0,1,0
0.279830809,-3.370025938,-2.340849475,1,1,0
1.597002325,1.957571946,0.380568129,1,1,0
1.288032313,-2.358066367,-0.83601443,1,1,1
-0.645649249,1.333969327,-0.454475466,0,0,0
1.700021713,-1.685301249,-0.000701485,1,1,0
-1.115774022,0.525194848,-0.184260949,0,1,0
-2.983988371,-0.082710734,-0.990513652,0,1,0
0.041668293,0.177659601,0.326845029,0,1,0
3.087886417,-2.694747094,1.244811385,1,1,1
-0.072740471,-1.579886109,-1.758305525,1,1,0
-1.020016289,1.313802335,0.248314346,0,1,1
-2.025633978,2.240801497,0.185854697,0,0,1
1.878550003,1.451593163,1.571658852,1,1,1
0.94308899,-1.498129268,-0.128711243,1,1,1
1.425460126,2.273243483,0.754361438,1,1,0
-0.018684972,-0.122734778,-0.884871559,1,0,0
2.224748612,0.351754438,1.256076555,1,1,1
0.305855477,0.999117535,1.608379907,0,0,0
0.197399912,0.931761597,-0.204900981,0,1,1
-0.099138465,-0.27465947,-0.398098119,1,0,0
1.362984007,0.252004818,-0.35035093,1,1,1
1.896057981,1.659284531,1.016856261,1,1,1
0.713187938,-1.103827492,-0.896779183,1,1,1
0.144920671,-0.271059521,-0.843577857,1,1,1
-0.076185583,1.332847783,0.142953774,1,1,1
1.568694541,-1.210640583,-0.744090801,1,1,1
1.237074533,0.273835502,-1.18842773,1,1,1
0.339585522,2.086717674,0.746122348,1,0,1
1.315311107,-0.888686177,-0.787183364,1,1,1
2.096577358,-2.551006884,-1.185178401,1,1,0
-2.114165294,-0.80455327,-1.186877776,0,0,0
1.067154857,1.403039581,-0.367719526,1,1,0
0.010495309,3.32893045,2.505978548,0,1,1
1.173904456,-0.623557437,0.109816853,1,0,1
2.025213029,-1.706062915,0.220357987,1,1,0
0.31482998,-0.188992977,-0.487497142,1,1,0
0.796711081,-0.765496475,-0.364900674,1,1,1
1.576990939,-1.718519386,0.47540301,0,1,0
1.267632528,1.252147034,0.134868676,1,1,1
0.094585234,0.337069048,-0.230411194,1,1,0
1.550874155,1.030999262,-0.224761113,1,1,0
0.661355969,-1.588584456,-0.814971368,1,0,1
-0.041669627,-2.964364885,-1.728819255,1,1,0
0.978251551,0.338897609,-0.274211672,1,1,0
0.311315951,-1.64835692,0.890781768,0,1,1
-0.918976163,0.002228068,-1.931785061,1,1,0
-0.430520269,1.678278463,-1.122482734,1,1,0
1.048584762,1.723629544,1.367944065,1,0,1
0.167951512,-0.737287056,-1.001382227,1,1,0
0.95731326,-1.383083535,0.253261818,1,0,0
-0.210283629,0.446803125,0.406069927,0,1,0
1.867868044,0.597843969,-0.204948475,1,1,1
0.745060942,-0.805960014,-1.080289242,1,0,1
-0.202753194,-2.534708805,0.222418862,0,0,1
0.697550849,1.534939485,0.179778935,1,1,1
0.388839401,0.761105118,-0.313531523,1,1,0
0.156707108,-0.220276831,-0.441179061,1,0,1
1.460789917,0.74229132,1.628595852,0,1,1
2.113130376,-0.75869568,0.950914937,1,1,1
0.453710901,-2.331246636,0.304281467,0,1,0
1.746664595,-0.056390483,0.28582429,1,0,1
1.222325019,-2.143197088,-1.182630667,1,0,1
1.326430844,0.211020631,-0.452180293,1,1,1
2.095125267,-0.608139084,0.585951657,1,1,1
1.017818782,-0.639315992,0.502691456,1,0,0
0.189858866,0.670519043,0.219018758,1,1,1
-2.135574404,-0.355638678,-0.783971634,0,1,0
1.226237038,-2.064405236,-1.467248537,1,1,0
0.069947721,-0.736535998,0.248031829,0,1,0
0.232295366,-1.927978582,0.03911383,0,1,0
0.310625839,-0.109312027,-1.627645085,1,1,0
0.531005247,0.36801448,1.579328522,0,0,0
0.337353716,2.087588174,-0.159857953,1,1,0
-0.204767483,1.086729796,-0.544990724,1,0,1
0.657201797,0.424513776,0.36342799,0,1,0
1.076119108,1.753286793,2.313944558,0,0,1
2.927778685,-0.401607867,0.701934825,1,1,1
0.819812122,-0.005922389,-0.025900002,1,0,1
-0.307430994,-1.405260646,-2.135595466,1,1,1
1.014789503,1.263835684,0.63712596,1,1,0
1.010237524,-0.803106597,-0.660769064,1,1,1
-0.120453142,1.125738097,-0.410565736,1,0,1
0.896860704,0.416123538,0.239671395,1,1,0
2.627904631,-0.861682433,0.608766127,1,1,0
0.806425538,-2.098114181,-0.969522553,1,1,0
0.45784678,-1.091520402,0.447299629,1,1,0
0.837980914,0.618859623,-1.24155968,1,1,1
1.613040862,3.266244731,1.590469188,0,0,1
-0.409625183,0.268788348,0.261102071,0,1,1
0.556101623,-0.523196482,0.001282657,1,1,1
1.62097573,1.829770433,2.027578592,1,1,1
2.859691704,-1.013834441,1.025219169,1,1,1
1.117625578,-1.685391946,0.539863081,0,1,0
1.224982083,0.149260062,0.233971585,1,1,1
1.827765211,-1.366179244,0.305402043,1,1,1
-1.172235861,0.913594962,0.016394914,0,1,0
-0.3566407,1.035984091,-0.845573334,1,1,1
-0.387931199,-3.045194738,-1.173752971,1,0,0
0.972276478,1.299540442,2.248643972,0,0,0
1.645302874,1.740240107,-0.101662557,1,1,1
2.380721157,0.960389194,0.101676217,1,1,1
1.112671337,-2.245810612,0.43066065,0,0,0
-0.10033933,2.911545259,-1.31095588,1,1,0
-0.084819229,-0.491876269,-0.964978164,1,0,0
-0.348922212,0.17617875,0.374883569,0,1,0
0.674765265,0.070722962,-0.1167142,1,1,0
-0.306276618,-1.0338807,-1.204566227,1,0,1
0.716607144,1.400848119,-0.188173,1,1,1
0.350076199,-3.524798974,0.389277559,0,1,0
0.173118472,0.431738973,1.059840024,0,1,0
1.947437856,-1.024676801,-0.070684834,1,1,0
0.879499476,0.530269854,0.624371941,0,0,0
0.501053201,2.13940345,-0.333751074,1,1,0
1.516102299,2.477452084,0.967382056,1,0,0
-0.751406371,-0.803525644,-1.180118467,1,1,0
1.623575859,-1.370893485,-0.402626783,1,1,0
-0.049129616,-0.387594332,-0.139197997,0,1,0
-0.20039125,-1.384571052,0.429112444,0,1,1
-0.763039748,-0.70182613,-0.04335202,0,1,0
1.471545425,-0.008959169,0.02132195,1,1,0
-0.345045833,1.2243173,-0.303916044,0,0,1
2.180932223,1.113079548,0.727734822,1,1,1
0.783521975,2.716258993,-0.253070047,1,1,1
-0.29542937,-0.794564015,-1.071352931,1,0,0
-0.693997585,2.560664264,0.695583689,0,0,0
1.556571621,0.947407158,0.919737082,0,1,0
-0.728829674,1.133372957,-0.997562491,1,0,1
-0.808849356,-0.997026763,0.301344755,0,1,0
0.802431839,1.832049283,0.457031416,1,0,1
1.011992955,-0.983845236,0.76797513,0,1,1
1.756150987,-0.476412465,-1.256780732,1,1,1
1.677438651,-0.8739181,-0.548998405,1,1,1
2.30818546,-1.045768825,-0.402089287,1,1,1
0.78751122,-1.284765356,-0.665596352,1,1,0
-0.01113202,0.862509592,-0.617217569,1,1,0
0.61303358,1.195337372,-0.509819091,1,1,0
1.218729331,-2.034387525,0.199541743,0,1,0
1.029418403,0.152853626,0.242222072,1,0,0
0.461595727,1.476847279,0.209961517,1,1,1
-0.644305829,-2.025175548,-0.810279767,0,1,0
-0.292471316,-0.903353848,0.279285669,0,1,1
-0.951131065,-0.258133608,-1.122804835,1,0,1
0.874276152,-0.778461285,-0.167392135,1,1,1
0.659396724,-1.483715516,-0.529064654,1,1,1
0.763699236,1.387898021,0.224318572,1,0,1
-0.647859361,-0.507535865,0.92484361,0,1,1
1.335550376,1.742736646,0.780508892,0,1,1
0.941521494,2.004149474,0.504995887,1,0,0
1.447169845,3.509090798,1.888440457,0,1,1
-0.976691001,1.363290555,1.187395274,0,0,1
0.3500022,1.007257045,-0.013453312,1,1,0
-0.731416313,-0.027106382,-2.58354565,1,1,0
-1.493403437,0.759408842,0.100851517,0,0,1
0.124130582,0.111767064,-1.0012876,1,1,1
0.442636769,-0.787659456,-1.554228863,1,1,1
0.202726228,2.232984433,-0.271349045,0,1,0
1.77780528,0.309447498,1.879789888,0,1,0
1.489098131,0.702489233,1.536501846,0,0,1
0.075716608,-0.490694907,0.195885238,1,0,1
0.902858096,-0.427338373,-0.640681834,1,1,1
0.433750547,0.514877665,-0.914873114,1,1,1
-0.430908503,-2.234074747,-1.199244267,1,1,0
0.729197184,0.545749542,-1.179573817,1,1,1
1.241680176,-0.135857978,-0.369519927,1,1,1
0.327248937,-0.430211631,-0.344817823,1,1,0
0.495347662,-0.632442146,-0.004523901,0,1,0
1.313126782,-0.13580246,-1.147172381,1,1,1
1.465367218,-0.905209607,0.004623072,0,1,0
0.346751737,-0.22306019,-0.626207263,1,1,0
0.511406326,2.22259679,1.598323349,0,1,1
-0.365156195,-1.474272362,0.260891705,0,0,0
-0.54558905,0.644008774,-0.387625805,1,1,1
0.544463514,1.277628218,-0.516989755,1,1,0
0.743369299,0.464884949,-0.768603097,1,1,0
2.379576529,1.35073912,0.996831874,1,0,0
1.995017075,2.404906133,1.309644307,1,1,1
1.945017001,-1.668965328,0.113979086,1,1,0
1.010154978,1.321975729,1.436431754,0,1,1
2.683755087,1.029858215,1.982867948,0,0,1
0.215838083,0.114684686,0.263205372,0,1,0
0.135465284,-2.771991283,-0.858303479,1,1,1
1.071863197,-1.637221076,-1.710801122,1,1,1
0.49882485,0.955149835,-0.252717923,1,0,1
1.633582167,0.272167305,1.188940536,0,0,0
0.41259697,2.667034812,0.35499217,1,0,1
0.516237715,3.423165778,0.536781473,1,1,1
-0.86947175,-0.611115679,-1.623143478,1,1,0
0.674034761,-1.85182988,-1.245033756,1,1,1
0.065498097,0.665908713,-0.658778736,1,1,0
-0.197253901,1.461931462,0.067164067,0,1,0
0.315821744,0.605123031,-0.09482231,1,1,1
1.432712899,1.590306537,-0.133530133,1,1,1
0.601654646,2.021300065,0.444469031,1,1,1
-1.398518914,1.511091527,-2.001591177,1,1,0
0.534683422,-0.098836122,0.508405264,0,0,0
0.154559402,1.467813678,-1.426209181,1,1,0
2.237888462,-0.703802139,0.663077268,1,0,1
0.083842074,-0.591244248,-0.730289557,1,1,1
0.901081593,-1.013930819,-1.805530661,1,1,1
0.052862577,-1.756238046,-0.806177589,0,1,1
2.665887473,-1.096810661,2.319125748,0,0,0
1.142889512,-0.977816519,-0.194819759,0,1,0
-0.023900752,0.304845952,0.488458039,0,0,1
2.143147359,-1.411367129,0.319585561,1,1,1
1.043970055,0.528747832,0.257274457,0,0,0
1.318810199,1.525120952,1.02534114,0,0,1
0.081775209,-0.166081591,0.632619547,0,0,0
0.66335586,0.371666597,-0.997065086,1,1,0
1.782634072,1.683305687,1.39129032,1,1,1
-2.391815222,-0.040070918,-1.433773446,0,0,0
0.455567966,-0.778150252,0.426367362,0,1,0
1.541647673,-0.304339933,-0.56172383,1,1,1
-0.145533142,1.952090683,-0.98403666,1,1,1
0.413123377,-0.142196405,-1.509266992,1,1,1
0.980635593,1.568746478,-0.317086631,1,0,0
0.29117768,-1.778379812,0.600920039,0,1,1
2.262084375,1.405377322,1.151502647,1,1,0
