Outcome,W1,W2,Treatment,IV1,IV2
-0.725386179,-0.534431073,0.291611264,0,1,0
0.243074472,-0.029221559,0.288772688,1,1,1
0.16825691,0.570811549,-0.250969378,0,1,0
-0.536825398,-2.449036577,2.296126707,1,1,1
1.559933563,-1.608554977,-0.331703438,1,1,0
-0.169038793,2.646718253,0.784580194,0,1,1
0.247535354,0.877205487,-0.459863555,0,0,1
-1.197205731,0.895037424,1.081051573,0,0,0
1.206655677,0.089033583,-0.303752073,1,1,1
-1.109964484,-0.740408281,-1.096390491,0,0,0
-1.721855374,-0.442234846,-0.16436874,0,0,1
-0.102137312,1.199354535,-0.126165136,0,0,0
-0.261405387,1.010607903,0.294738054,0,1,0
0.49793137,-0.892451718,0.045792476,1,0,1
2.262509494,-0.070247255,-1.275092434,1,1,1
3.139646742,-1.285222689,-1.937391418,1,0,0
0.238204866,2.086496725,-0.373697143,0,0,0
-0.919758613,-0.074927424,-0.534267909,0,0,0
-0.966358697,-1.295811309,1.141759169,1,1,0
1.881553633,-1.307847154,-1.671288044,1,0,0
1.188007971,-0.3562126,0.477852895,1,1,0
-1.411502474,-1.633267239,1.281608236,1,0,0
1.515567331,-0.7811315,0.469516126,1,1,0
0.618699254,0.987013652,0.535653804,0,1,1
1.315184377,-0.405493963,0.658508554,1,1,0
1.540627743,1.617387201,-0.356087205,0,1,1
0.213288888,1.332100599,-0.920266683,0,0,0
0.177109128,-0.336801116,0.252382589,0,0,0
-0.642816831,-1.271631953,1.472330346,1,1,1
1.942906973,0.180119053,-1.526894479,1,1,0
1.079724623,-1.003600063,-0.156490968,1,1,0
-0.875484007,2.953262335,1.453419748,0,0,0
0.036024737,-0.842278767,1.230463959,1,0,0
0.853142243,-0.405054309,-0.169432733,1,0,0
-0.512585278,0.692146449,0.252943831,0,0,0
0.385750114,1.524286375,-0.495427816,0,1,1
2.546082469,1.352015569,-1.443561486,0,1,0
-1.359098028,0.342964632,1.275393288,0,1,0
1.282039181,-1.628959545,1.594063701,1,0,1
1.46181617,-0.154211069,0.461939524,1,1,0
-0.762923071,-1.498456275,0.111266598,1,1,1
2.034450275,0.720286588,-0.988603655,1,1,0
0.600718634,1.07242437,-1.368653058,0,0,0
0.233845589,0.74150764,0.503575648,1,1,1
-0.295666675,-1.56041328,0.72197047,1,0,0
0.188221482,0.421324558,-0.224652798,0,0,0
2.01141399,0.147924591,-1.661466274,1,1,0
0.869442949,1.189027974,-0.094219958,0,0,0
0.470052921,0.813893449,-0.586688359,0,0,0
0.432564526,0.808345421,0.721785236,0,1,0
0.940413523,-2.67072348,1.228092248,1,1,0
1.12065839,-0.202079502,-0.661255582,1,0,0
2.785576439,-0.232089524,-1.794254021,1,1,1
-0.597423624,2.312046026,0.566409452,0,0,0
0.913808139,0.290296338,0.801337594,1,0,1
-0.902274844,2.512088064,0.799391437,0,1,1
0.836193508,0.884551983,-0.548423173,0,0,0
0.48380418,2.534045752,0.294022681,0,0,1
-1.666361356,-0.330464405,1.286703103,0,0,0
0.449240341,-0.437685757,0.652531999,1,0,1
-0.392100037,1.768347555,0.451997298,0,0,0
3.876543028,0.764094216,-1.999850675,1,1,1
1.059753,-0.055784293,-0.360267757,1,0,1
1.097737878,-0.182115188,-0.11664724,1,0,0
-0.729976688,-0.462265456,2.386009645,1,1,0
0.623956209,0.464214018,-0.107385587,1,1,1
1.103039593,-2.438854853,0.270089093,1,1,1
0.034643068,-0.839807148,-0.322557845,1,1,1
1.285887715,0.050669526,0.405337301,1,1,1
-0.339680646,0.287592588,-0.026048845,0,0,1
2.622930948,0.773634767,-0.447790861,1,1,1
0.921063109,-0.953755187,0.412928053,1,1,1
0.834145712,-1.10790584,-0.651721726,1,0,0
-1.13846352,-1.682764173,0.103845507,1,1,0
1.598720611,-0.616225234,-0.339904754,1,0,0
-0.435483065,0.129453799,-0.31192377,0,1,0
0.351945563,0.57219991,-0.281184206,0,1,0
-0.403878313,-0.648884343,-0.095320168,1,0,1
0.704258965,-1.344093467,1.207327611,1,1,0
0.000638408,0.835845286,0.524280516,0,0,1
1.736735981,1.207745082,0.707411592,1,1,1
0.673537512,0.253417002,-1.12990901,0,1,0
2.638402129,-2.60156934,-0.188988722,1,1,1
0.424605723,0.270642424,-0.229620037,0,1,1
0.902556729,0.478118376,-0.260027242,1,1,1
0.39896487,-0.297162409,0.138027084,1,0,0
1.386694269,-1.040873128,-0.466149054,1,1,0
2.188624186,-0.07702863,-0.625688687,1,1,0
1.106336867,1.094760951,-0.889495018,0,0,0
0.525596954,-0.53212012,0.804956527,1,1,0
1.255362262,1.81931318,-0.780059305,0,1,0
0.182657496,-0.76917496,-0.829832983,0,1,0
-0.937072995,-1.339957598,1.552352435,1,1,1
-0.696539907,0.506364156,0.579436839,0,0,0
-0.705654687,-1.591936403,0.231996234,1,0,0
0.218365902,-0.149599215,-0.619179704,1,1,1
1.844017894,-0.184560945,-1.147583142,1,0,0
0.221642266,1.096524478,0.04666564,0,0,1
-0.478224078,-0.249506367,0.764346294,1,1,0
1.407257799,-0.860089471,-0.462981677,1,1,1
0.858841229,1.361431561,-1.450471334,0,1,0
1.241760205,-1.206705895,-0.00907436,1,1,0
0.6054832,1.724303047,-0.416184234,0,1,0
2.189882801,1.229132736,-1.427758286,0,1,1
1.629477641,-0.526677997,0.26334123,1,1,1
1.033457457,0.998927629,-1.422985794,0,0,0
-0.728924911,0.563345968,0.308577203,0,0,0
0.726786004,-1.755867415,1.123012065,1,1,1
0.566551649,-2.307805896,0.33305205,1,1,1
1.49978846,-0.027270715,-0.417381779,1,1,0
0.224494977,1.143806011,0.126934898,0,1,1
0.940468809,0.247325645,0.083836673,1,1,1
0.943556639,2.276581251,-0.519791193,0,1,1
0.172830162,1.790113117,0.741145461,0,1,0
0.875525831,1.926553629,-1.010663286,0,1,0
0.834734007,-1.300178592,-0.118739377,1,1,0
0.127086056,-2.293302233,0.34336703,1,0,1
-2.415939056,-3.267165621,1.374727989,1,1,0
0.463036568,0.225812811,0.193044381,1,1,1
1.241664225,-0.109053523,0.787176182,1,1,0
0.305130407,1.58424201,-0.846428033,0,0,1
0.637309404,-1.603164897,1.269174106,1,1,1
1.260689184,0.144322958,-0.05263317,1,1,0
0.48401244,-0.604310231,0.01422599,1,1,1
1.297357347,0.00751791,1.568142831,1,1,0
1.220303931,-0.047655044,0.236661096,1,1,1
0.105530453,-0.194880847,1.451836946,1,0,1
2.73640098,2.023621464,-0.310439308,0,1,0
-1.10120174,1.351363763,1.083640529,0,0,1
-0.132249226,0.693160359,-0.689413446,0,1,1
-0.962472084,-3.328241845,1.436687672,1,1,0
1.178885392,-0.372499049,0.223467784,1,0,1
1.23249102,-1.433449012,0.110426778,1,1,1
0.149768943,-0.116178719,0.055662046,1,0,0
1.004365709,-1.304111746,0.052636509,1,1,0
0.324325901,-1.245548634,1.004238491,1,1,1
-0.308581871,0.944057167,-0.141295443,0,0,0
0.652495497,0.85687512,0.04550428,1,1,1
1.239811844,-1.063387791,-0.70455595,1,1,1
-0.741206357,-2.249684349,1.397498524,1,1,0
1.416759871,-1.242896317,0.040786297,1,0,0
0.618161166,-0.144946969,0.106371447,1,1,1
-0.266974154,0.764159518,-0.014821058,0,1,0
0.253906273,0.425821997,-0.554349614,0,0,0
0.715875021,1.879352891,-0.27910535,0,1,0
-0.660197436,0.652507831,1.611543243,0,0,0
0.624408749,0.027948355,0.324524351,1,1,1
1.419385974,1.263633028,-1.221507834,0,1,1
1.303807013,0.247722264,0.039151792,1,1,0
1.417287189,-1.225916874,-1.333081738,1,1,0
0.952366503,-1.626480029,0.303862614,1,1,1
-0.622977579,2.484950015,0.164750814,0,1,1
0.369364338,-1.427114839,0.942628215,1,1,0
-0.376654175,0.666492112,0.228722766,0,0,1
0.248037091,2.352641514,0.601111774,0,1,0
0.342759257,0.946767008,0.790728966,1,1,1
-0.534481022,-0.862494963,1.633510875,1,1,1
0.758062565,2.004825297,-0.914566679,0,0,1
1.354891709,-1.825669414,-1.536753749,1,0,1
0.708296177,-0.459080425,-0.931117115,1,0,1
0.34795477,-1.874919584,1.193576329,1,0,0
-0.000904134,-0.781671827,-0.309931222,1,1,1
0.322891346,1.1836013,-0.416157706,0,0,1
0.526435607,-2.881181269,-0.648796764,1,0,1
-0.061644802,0.779128613,0.384953054,0,0,1
2.598302012,-1.17450733,-0.342297801,1,1,0
0.008905265,2.578517097,0.773393265,0,1,1
-0.594368126,-1.295787823,1.125596157,1,0,1
0.4398334,-0.213459996,0.213220641,1,1,0
-0.789057189,1.377952872,1.299225316,0,1,1
2.136175411,-1.033004381,-0.028095247,1,0,0
-0.809933834,1.414815688,-0.281940899,0,0,1
-1.608560727,0.272314128,1.187747413,0,0,1
1.25970517,-1.510219311,-0.428766197,1,1,1
0.676101674,-1.128023097,0.42831396,1,1,1
-0.125105341,1.586183017,0.106698493,0,0,1
0.928667562,0.770316665,-1.062606701,0,0,0
2.715120873,-0.756024002,-0.132781165,1,1,0
0.295009896,0.152492383,0.774714114,1,1,1
0.631107323,1.497904389,0.706263932,0,1,0
0.703208045,-0.059566366,-1.185798404,1,1,1
-0.786914622,-0.092489403,-0.070999264,0,1,0
0.742354347,-0.683207156,-0.058021229,1,1,1
1.118850088,-0.284002855,-0.224159294,1,1,0
2.472854454,2.056937415,-2.197777027,0,0,1
0.879908106,-3.41031975,-0.994201698,1,1,0
1.421659728,1.269443811,0.310828442,1,1,1
-0.510557208,-0.219528995,0.324758684,0,1,0
0.506943651,1.162084889,-0.540261601,0,0,1
0.706973557,-0.6669367,0.401801266,1,0,1
0.803266838,0.05356867,1.129434647,1,1,0
1.71653799,-1.700372539,0.536887785,1,1,1
-0.571232578,2.472423144,0.911972462,0,1,1
0.703639946,1.925689243,-1.315566615,0,1,0
2.508013724,0.018790699,0.350903723,1,1,0
0.760537345,-0.397253353,-0.120507436,1,1,1
-0.623621935,0.941954827,0.521624657,0,1,1
0.455990943,-0.463767956,0.112206397,1,1,0
1.600327938,-0.405586735,0.293240507,1,1,1
0.683019271,-3.067961212,-0.449441946,1,1,1
1.116843991,-1.457563911,0.135758377,1,1,0
0.017287277,-1.931350007,0.501493394,1,0,0
-0.939898083,-0.627705117,1.519127431,1,1,1
0.950228112,0.865410811,-0.353283749,1,1,1
-0.174360103,1.447910027,-0.211451047,0,1,1
0.926751686,0.774228534,-0.753956189,0,0,0
-0.360848069,1.859153389,0.333615378,0,0,0
1.74460449,-0.036776692,0.024806001,1,1,0
-0.125814891,-0.744690664,0.883146768,1,1,1
1.358643335,-1.305970785,-0.751113395,1,1,0
3.038573338,0.251135604,-1.933347824,1,0,1
0.844517806,-0.803700008,-0.337108209,1,1,0
0.54016934,0.06710461,0.890495759,1,1,1
0.819977552,-0.493145346,-0.545518322,1,1,0
-1.450047682,-0.102930617,1.17151039,0,1,1
0.759108516,-0.100141776,-0.602252984,0,1,0
0.415599806,-0.718471822,0.419173984,1,1,0
2.5903875,-0.851568605,-1.083074897,1,1,1
2.951900832,-0.224151813,-1.535735205,1,1,0
-0.77883867,-2.123694797,0.08206734,1,1,0
1.773470617,0.459004102,0.096108086,1,1,0
-0.822024852,-1.191717464,0.981484913,1,1,0
0.476987029,-0.666393882,0.392914169,1,0,0
-0.258108324,1.564757734,1.695097584,0,0,0
2.141522823,0.032221358,-0.643649405,1,1,1
-0.443276809,-1.47726007,0.938876362,1,0,1
0.09579926,0.045561263,-0.952540062,0,0,0
0.815742958,3.380738873,-0.58219682,0,1,0
-0.267944835,1.753316056,-0.34538548,0,1,0
-0.783275914,-1.107582459,1.332210252,1,1,0
1.127164909,0.961310198,-0.652166613,0,1,0
0.841042396,-1.321541258,-0.376888614,1,1,0
1.400555456,-0.531358906,0.149000652,1,1,1
0.244009395,1.411233847,0.543049462,0,0,1
-0.526306545,-0.174264506,1.108112758,0,1,1
0.525845965,0.085729153,-0.277986958,0,0,0
0.888138931,-1.047190735,0.959895178,1,1,0
-0.728412267,0.668305195,0.349414997,0,1,0
0.119613367,-0.133014566,1.044513757,1,1,1
2.575282434,-0.402872993,-1.302510293,1,1,0
1.099132574,0.609819727,-1.532539268,0,0,1
0.115226904,0.818252156,-0.689309625,0,1,1
0.708106982,-0.725498213,0.190415021,1,0,0
0.46703866,1.892195073,-0.107832571,0,0,0
1.002015713,-0.644664243,0.602693375,1,0,0
1.961173696,3.069403636,-1.771215719,0,1,1
2.865490309,-0.77697467,-1.777846706,1,1,0
-0.04026872,-1.155364284,-0.121133315,1,1,0
0.394685401,0.189457961,0.561741276,0,0,0
0.465048488,-1.029358241,0.206899567,1,0,0
0.808484977,2.888427481,-0.7116719,0,0,1
2.984655739,-0.475324941,-0.624442627,1,1,1
0.224552738,0.729490129,1.151198016,0,1,0
1.542142053,0.272229725,-0.050613062,1,0,1
-0.244053654,-0.759775186,0.521032651,1,0,0
-0.922884569,0.828481798,0.619893249,0,1,0
1.066107499,1.020789305,-0.675646451,0,0,0
0.25319961,-0.03161614,0.207965256,0,1,1
-0.993454537,0.89124551,-0.221208739,0,0,0
1.16446614,2.133374965,-0.647546443,0,0,1
2.346751223,0.815649646,-0.258122659,1,1,1
0.661185505,0.102671123,-1.364438002,0,1,0
-0.44376438,2.114051668,0.872835696,0,0,0
1.123158095,-0.732544726,0.526703163,1,0,0
-0.332714348,-1.473448975,1.308294604,1,1,1
1.692774443,0.748436567,-1.012088831,0,1,0
-0.597366863,-0.042523924,0.016037632,0,0,0
0.519723103,0.241527622,1.687141943,1,1,0
2.348651294,-2.041941798,-0.751435577,1,1,0
-0.28580427,0.576765626,-0.28252705,0,1,1
-0.614480783,1.461092873,0.0270973,0,1,1
1.451611852,2.668167213,-2.174697297,0,0,1
1.815176455,-1.560056992,0.055190935,1,1,1
1.745426623,0.786603341,1.041027389,1,1,1
1.471272238,0.389896446,-0.703345812,1,1,0
0.212132275,-1.909739678,-0.002074954,1,1,0
0.591466089,2.211273047,-0.172580898,0,0,0
1.803247942,-0.669929591,-1.888249526,1,1,0
-0.217703173,1.332911454,-0.639858258,0,1,0
1.013572189,-0.796949818,-0.303757571,1,1,0
1.94980348,-1.392559179,-0.90199595,1,1,0
0.1903625,0.003977507,0.785703365,1,1,1
3.589892634,1.203729742,-1.043560118,1,1,0
1.472077286,1.706016288,-0.634197967,0,1,0
1.758842141,0.269121084,-0.029000007,1,1,0
2.519100048,1.006489426,-0.297585336,1,1,1
1.948272874,-0.412677813,-1.783912123,1,0,0
1.190682048,-1.544161666,1.363741315,1,0,0
0.28241671,1.226545263,-0.453979518,0,1,1
0.871043416,-1.097996254,1.018389523,1,1,1
2.808604294,-1.77546864,-0.579794634,1,0,1
0.427695212,0.723997907,-0.792689777,0,1,0
-2.126437488,0.571198698,2.131705724,0,1,1
0.207443319,-0.018577894,-0.18550622,0,1,1
2.020442423,1.263957026,-1.57832252,1,0,0
1.464481985,-1.578065536,-0.337873806,1,1,1
-1.37739151,0.908887689,0.760413885,0,0,0
0.806894174,-0.418579414,1.28396481,1,1,0
0.309961687,1.697942003,0.642319888,0,1,0
2.134571892,0.792119637,-0.718227085,1,1,0
2.132218579,-0.251729869,-0.117180155,1,0,1
0.936489552,0.136977687,-0.036827422,1,1,0
1.649633587,0.433898888,-0.527361301,1,1,1
-0.481430906,-0.202603808,0.627135401,0,1,1
1.72869928,0.982649555,-0.884229726,0,0,1
-0.047021492,-0.638412148,-0.470646288,1,1,0
1.382456105,-2.021102045,-1.226423082,1,1,1
0.859380794,-0.349053763,0.574056782,1,1,1
1.312161422,-1.990651681,-1.066581337,1,0,0
2.409854822,0.692584951,0.145878534,1,1,1
1.120322357,3.166321619,-1.426254617,0,1,1
1.371356115,-1.649095722,-0.629916084,1,0,1
-0.687974737,1.436758716,0.346210303,0,0,0
-0.148339934,-2.487509941,0.56537365,1,1,0
0.793542117,-0.730449426,-0.457526479,1,1,1
0.262084921,-0.570917748,0.082020254,1,0,1
0.307514522,-0.596140562,0.58352304,1,0,1
1.705040545,0.878463422,-0.842523404,0,1,0
-1.286813717,0.865893555,0.69412188,0,1,0
3.392312626,-0.639003206,-1.83379096,1,1,1
1.112299823,-0.943308438,-0.566801527,1,1,1
-1.090113611,-0.546796153,1.234026123,0,0,0
-0.963967431,1.118649179,1.026120734,0,0,0
1.457702586,1.086145993,-1.396896497,0,1,0
0.048280188,0.044272127,1.037351534,0,1,0
0.222550978,-1.499566345,0.659477778,1,1,0
1.591799624,-1.351692372,0.660453751,1,0,0
-0.727750968,0.223748931,-0.032021037,0,1,0
-1.518744414,-0.489591724,1.570971235,0,1,0
1.630199705,-1.486325742,-1.165758024,1,1,1
0.005387355,-0.468329274,0.581466189,1,0,1
0.462069893,-0.241943553,-0.502785042,1,1,1
0.305993887,0.486061289,0.527744545,0,0,0
2.849133872,0.976968283,-0.406726035,1,1,0
-0.112604018,-1.497669789,1.145090457,1,1,0
2.715749257,0.934531045,-1.964793705,1,1,1
-1.698333375,-0.556094831,0.574547872,0,1,1
0.583729654,-0.018722564,0.636258517,1,0,0
-0.211444774,-0.549282746,0.149165916,1,1,0
1.367171936,0.264921934,-0.474109151,0,1,1
1.12560938,0.583103687,-0.420843512,1,0,0
0.218597601,-0.858934308,2.067701133,1,1,0
-1.101570715,-0.738899604,1.130499215,1,0,1
1.86277805,-0.552732715,-0.434054055,1,1,1
1.401488548,2.288003727,-0.83483816,0,0,1
1.275959509,-0.233659927,-0.39025514,1,1,1
0.474194001,0.60437975,-0.90747178,0,1,1
0.10598118,1.46684689,0.448646825,0,1,0
1.124651088,-0.182551842,0.050824791,1,1,0
0.873669721,-0.939351453,-0.606674554,1,1,0
-0.711440354,0.30489572,-0.231612704,0,0,1
0.524842572,0.679189658,-0.906822387,0,0,0
0.58019624,1.278331397,0.157537751,0,1,0
-0.148829021,-0.962572168,0.097125201,1,0,1
-0.366365122,-0.875015111,1.602988668,1,0,0
0.954269728,2.495368086,-1.255595019,0,1,0
-1.423402332,0.160724023,0.883361985,0,0,0
0.842911334,-0.240940628,-0.025668729,1,1,1
0.905861817,0.545873446,-1.919354776,0,1,0
-0.389477612,-0.625482216,1.469364796,1,1,0
1.455401622,0.179810713,-1.322089927,1,0,1
0.492065469,0.321040067,0.153553251,0,1,0
1.01225792,1.720526219,0.300637841,0,1,1
0.292461227,-0.681899642,0.40902781,1,1,0
1.192333047,-1.022160086,-1.122234501,1,1,1
0.257097153,0.067213114,-2.053809111,0,0,1
1.453929469,1.111799097,-0.512061632,0,1,0
-1.089306989,-0.845636166,1.377650819,1,0,0
-0.21005036,-0.693001506,-0.047678537,1,0,0
-1.858945454,0.233365783,0.87398522,0,0,1
0.306807955,0.101392899,-1.488657486,0,1,0
0.870330025,-0.466980267,-0.030848483,1,0,0
2.318626688,-0.276916949,-0.826173608,1,1,1
1.324485986,0.490506766,-0.658214923,1,0,0
0.948037236,0.50687215,-0.291924199,1,1,1
1.14516374,1.867033143,-0.642915184,1,1,1
0.783874312,-0.242974973,-1.254627685,1,1,1
-0.279569534,-1.895604276,-0.342772376,1,0,1
-0.408322579,0.541600408,0.014495725,0,0,1
1.25787113,1.132078851,-0.532768792,0,1,0
0.470619157,1.095698231,-0.248703618,0,1,1
0.969004113,-0.952585495,0.759517979,1,1,1
0.552165061,-1.104414506,-0.522926634,1,0,1
1.411357051,-1.068653803,-0.00460474,1,1,1
1.710140454,3.306217049,-0.29337505,0,1,0
