Outcome,W1,W2,W3,W4,W5,Treatment,IV1,IV2
4.308007053,-0.332453254,-0.102111819,-1.331272668,2.473498172,-2.203370008,1,0,0
0.867949468,0.636161858,0.177043595,0.6912776,-1.241074239,-1.143489175,1,0,1
-0.63374192,-0.815020637,-0.403103669,-0.326235749,-1.407375823,0.293934806,0,0,1
-0.512804589,-0.396681776,-1.370191563,1.064953003,-2.048977201,-0.239508877,0,1,0
-2.043257761,0.004720456,-1.727219435,-1.630364942,1.648421372,0.471620871,0,1,0
1.57415945,-0.884578032,0.364754805,-1.809986397,1.55213547,-0.174616809,1,0,1
2.312359738,0.693271937,0.591441092,-1.770694476,1.947236206,1.539635679,1,1,1
0.84618478,0.81826311,-0.637181061,1.699072175,-2.004860196,-1.57474293,1,1,0
0.901957157,-0.229376148,-0.105522917,0.541786538,0.673286167,0.437200178,1,1,0
-1.149267529,-0.730934512,-0.110017084,0.236910102,-1.036413219,-0.787219661,0,1,0
2.121046392,0.986527004,-0.136263192,-2.083039231,-0.197051319,0.391847823,1,1,1
1.301408324,-0.317752053,0.433326256,-0.102340164,0.282122286,-0.637431145,1,1,1
2.643134953,0.125674309,1.789063925,0.35190171,1.316257421,-0.920431153,1,1,0
0.51735972,0.514976828,-0.828233263,0.638753913,0.167225614,0.085060183,1,0,0
-0.158965677,-2.148844797,-0.443470168,-1.048083676,0.806673826,0.244726918,0,0,0
0.84114485,1.062906092,-0.530125829,2.072882695,-0.599151488,-1.04416304,1,1,0
1.960399088,0.743371911,-0.164529998,-0.507814757,0.820300786,-1.366104313,1,0,1
1.900837411,-0.899369038,-0.024407475,0.543748514,0.830513212,-1.507448,1,1,0
2.411575026,2.018063144,0.259679061,-0.174000848,0.168136199,-0.40134304,1,1,1
0.791362336,-0.753610303,-0.682941276,0.280725483,1.386880196,0.822361983,1,1,1
2.444785546,1.409791263,0.064482123,1.140565918,0.403912604,-0.340574701,1,1,1
-0.818419713,-1.02331271,-1.197265525,0.498280626,-1.555411956,1.614683527,0,1,1
0.443133647,-0.505035832,-0.948618419,-0.830922865,1.214528291,-0.794325352,0,1,0
0.66328477,0.437772738,-0.207897414,-0.009348288,1.34132684,-0.345107074,1,1,1
-1.472702566,-0.672381422,-0.208553679,-0.024318675,-1.31981521,0.070454519,0,1,1
0.010078192,-0.430815422,-1.391428791,1.428747695,-0.145847545,-1.013285549,0,0,0
1.156140958,0.462191285,0.112887734,0.213720637,0.325000512,-1.339656026,1,0,0
-2.328520803,-0.2923652,0.238242028,0.637328733,-0.135842354,1.142886616,0,0,1
-2.343933446,0.068056428,-1.003689651,0.764747709,-1.542779471,0.750262484,0,0,1
1.212713366,-0.593896348,-1.405176733,0.742484826,1.452762631,0.566418209,1,1,1
1.927597786,2.606109657,0.20012596,-1.350015336,-0.007681779,-1.275063545,1,1,1
1.416885253,0.606674635,1.782419969,-0.630717486,-0.194480731,0.667311509,1,1,1
1.099620962,0.762964558,0.702570937,-1.897506978,0.153505393,-0.410320411,0,1,0
-0.127463814,-1.861197232,0.189529796,-0.60001941,-0.441142214,-0.769320181,0,0,0
1.622820581,-0.865748311,0.932257216,-0.468718175,0.378587665,0.541012835,1,1,0
2.157524285,0.801369491,-0.575068352,-0.668698508,0.653451991,-0.372410571,1,1,0
-0.027860417,0.123074688,-1.586262766,0.654655184,-0.701163322,0.230102408,1,1,1
1.139979904,-0.606774578,-0.342405425,0.930139726,-1.223408921,0.092600648,1,1,0
2.506901126,-0.060559266,1.376945394,-0.644250491,0.588649321,-0.228625401,1,1,1
-0.32379544,-1.946681006,1.896897932,-0.951963298,-0.761952114,-0.253589428,0,1,0
2.114440147,-0.861217849,1.848091805,-1.050183809,-1.032557666,-0.808276018,1,1,1
0.165795407,0.610245686,0.319874787,2.721842,-1.048361021,0.039652415,1,0,0
-0.208782903,-2.470315521,1.622738941,-0.137719305,-1.172127522,0.77846714,0,1,1
2.621477115,-0.589048942,0.017920675,1.288894472,1.033881774,-0.380470395,1,0,0
0.150693145,-1.128108496,-2.441606369,0.206129867,-0.565133296,0.788006946,1,1,0
1.228587766,-0.82268061,0.723889015,-0.599469287,-0.070447265,-0.022649279,1,1,0
-0.318548244,-0.481700376,-0.67924266,0.214258193,-0.653186871,-1.280458575,0,1,0
0.987897757,1.060891696,-0.680630035,0.043088204,0.862418948,-1.183902104,1,1,1
1.791768821,0.428632994,0.119011164,0.997562323,0.480013374,-0.970646419,1,1,0
-0.731765132,-0.521995131,0.486951441,0.990348079,-0.284650639,-0.171590252,0,1,0
0.338704253,-1.785281962,-1.860087463,0.40109353,-0.348210072,-1.334159954,1,1,1
-0.985935054,0.634923742,-0.493093547,3.103267713,-1.939776209,0.044949167,0,1,0
-0.795740285,0.274698064,0.13453097,1.396316589,-0.408795496,-1.086825074,0,0,1
1.911212877,-0.816584924,0.153434775,-0.47805105,0.236833284,-1.166461783,1,0,1
-0.816093945,-2.002749113,0.082930301,0.773005936,-1.620242492,0.828936394,0,1,1
-0.239020199,1.27914093,0.102264593,1.274952647,-0.771509266,-0.685254069,0,0,0
-0.44978322,0.601216436,-1.110192238,0.959958742,0.70856556,1.305748009,0,0,0
2.079438295,-0.004595861,-0.564830722,-0.198832204,-1.191370989,-0.161036104,1,1,0
-1.425953014,-0.15709822,1.489194538,-1.544156745,-1.632742672,1.219334099,0,1,1
0.98237393,-0.854918402,0.206396899,-0.332980164,1.46608642,0.975876791,1,0,0
-0.987896433,-0.453068899,0.068853288,0.331989933,-0.274602035,0.017326894,0,0,0
0.675201658,0.216908533,0.490886753,0.593627192,0.81237928,0.702370901,1,1,1
0.103368439,-1.046173301,3.083372518,-1.469755125,-1.880245681,0.334900579,0,0,0
0.989150727,0.138331594,0.299595063,-0.307343132,-0.994684875,-0.508648716,1,1,1
1.455740723,0.457976512,-1.296944118,-0.540684769,-0.652826411,-0.742708824,1,1,0
-0.863891904,-1.161425874,0.596037531,-0.238473952,-2.255254698,0.655748131,0,1,0
-0.819087862,-0.566713834,-1.68984625,1.210020808,-1.598863849,-1.460057987,0,1,0
-0.061176908,1.352982355,-0.63036877,1.400469927,-0.133867945,0.411803584,1,1,0
-0.232292883,-0.559883887,0.224509721,-0.383238368,1.2995871,-0.30816424,0,0,0
0.904152298,-0.769972749,0.687948437,0.994148273,0.515606043,0.91278208,1,1,1
-1.549201854,0.368546764,-0.009430019,1.170288795,-0.959855818,1.064453069,1,0,1
2.25316309,0.662636243,0.595444601,0.837813146,-0.703680052,-1.343377118,1,1,0
-1.123402845,-1.100891719,-0.12527758,0.884966986,-1.034908351,0.855868277,0,1,1
-0.65248013,0.25321477,0.88186848,-0.722798682,-0.105983197,0.86347512,0,0,1
-2.027034892,-0.626125936,-0.747667915,1.40221235,-1.177534617,0.232959909,0,1,0
-1.451808894,-0.102479664,-0.560933616,0.111082201,-0.886386585,0.348847222,0,1,0
0.495253728,-0.715687831,0.803780222,0.022827724,2.469733196,2.238383313,1,1,0
2.733616331,1.017650981,0.096095182,-0.873756951,-1.082359385,-2.126430009,1,1,0
2.488663097,-0.245576419,0.55189655,1.160215498,1.237506645,-0.528653518,1,1,1
1.901618648,1.51723997,1.165824856,0.653426321,-0.696799995,0.267489743,1,1,0
3.209614379,1.292952532,1.413282261,-0.632889522,2.639103705,-0.086221226,1,1,1
2.212832166,-0.052685282,-0.895237967,1.992324377,1.1244805,-3.510166118,1,0,0
1.805179431,0.79343572,-0.820866783,-0.006337154,0.605914373,-1.441402862,1,0,1
1.867513238,-0.582842759,1.563048172,-1.419611585,1.994247894,0.004072157,1,0,0
0.635062109,-1.060238534,-0.217740516,-0.43337105,0.857988802,0.445265464,1,1,0
-0.192349599,-0.276360386,-0.528437174,0.214123227,-0.270532708,0.215635958,1,1,1
1.405282134,0.587578151,0.317305222,-0.500842708,2.043816162,-1.418245133,1,1,1
-0.508927174,1.04963047,0.993109809,1.865846551,-1.06358574,0.382470892,1,1,0
0.250168473,-1.04015985,-0.146280548,0.405532086,-0.624184046,-0.282482193,1,1,1
-1.504860682,0.493035741,-1.544690409,1.037270507,-2.057005571,-0.062399138,0,1,1
-0.146595901,-0.754033503,-0.10604305,-0.443704334,-0.574709266,-0.716614753,0,0,0
-1.013480791,-0.023902765,-1.445787731,0.160190057,-0.870379249,-0.72519474,0,1,1
-1.947301002,-0.298846758,-0.212565553,-1.086081576,-0.766969877,1.731719192,0,0,0
0.842908199,0.839586391,0.043634111,-0.472214288,-0.318712647,1.027606314,0,1,0
2.623419978,0.23053899,-0.455506604,-0.409178476,0.513562094,-1.252755459,1,1,0
0.196789345,-1.184959366,-0.730284134,-0.793318559,0.658227753,-0.461511672,0,0,1
-0.963890103,0.447217088,0.012529241,0.733476798,-1.758900813,0.661105076,0,0,1
0.21760921,-0.164159897,-0.04411089,0.536503774,0.716786028,-1.314471795,0,1,1
1.055516473,-0.170819062,0.304426733,-0.737956201,0.577220686,0.732985883,1,1,1
0.705901607,-1.075813501,0.714570009,-0.811191618,-0.169363286,0.842845889,0,0,0
1.435473494,-0.351241839,-1.021154895,1.037011042,0.840162023,-1.198216394,1,1,1
1.5252568,-0.146855187,0.160687835,-0.634615325,-0.737716976,0.070616171,1,1,0
-2.091112964,-0.266110913,-0.379283533,2.076494932,-2.162407438,0.351339527,0,1,0
-0.759524885,-1.383682595,0.195180784,0.944573638,0.97114301,-1.109677453,0,0,0
2.085151208,0.962235408,0.084476236,0.116150748,1.29124297,-1.217346823,1,1,1
-3.10911847,-0.22027984,-0.757542615,0.791738837,-4.278921635,1.162104348,0,1,1
-0.259239188,-0.610952796,0.703628576,-0.960283565,-0.004786582,0.883166895,0,1,1
-0.316428918,0.973333583,-0.074446627,-1.468980325,-2.090621233,1.655050511,0,1,1
-0.15939325,0.566484246,-1.959478116,1.860530259,1.362493907,1.181072568,1,1,1
1.496703715,1.609406336,1.426202916,-0.862953083,-1.048132417,0.601570548,1,1,1
1.712509255,-0.334656879,-0.249430024,0.93797156,0.932542289,0.544203824,1,1,0
1.425213712,-0.081065495,-0.253023984,-0.602615543,1.446966175,-0.981205663,1,1,1
0.864352446,-0.353944639,-0.712728912,-0.102511293,-0.507717575,-0.513693753,1,1,0
0.28106895,-1.204557689,0.602123448,-1.67975463,-0.087351372,1.182334116,1,1,0
-0.81630434,1.085749859,-0.534679178,-0.668896602,-0.577706643,1.192584553,0,0,1
2.224519073,0.319881693,1.302021173,-0.179104264,1.01883745,-0.862767625,1,1,1
1.206998077,-0.630955512,1.334811926,0.457099286,-0.789161691,-1.503149487,1,0,1
0.890145351,0.686226641,-0.740479979,0.810753133,0.37875081,-0.14176569,1,1,1
-0.087169135,0.534488769,0.086916074,0.92200019,0.098268028,-1.090023285,0,1,0
-0.508538708,-0.262611116,0.783603114,-0.01034733,-1.441473655,1.277383539,1,1,1
-1.282358176,2.058628987,-1.708135124,3.751329271,-1.757943945,-1.615301832,0,1,0
-0.211868694,-1.786082658,0.223819048,-0.252177394,-0.956432007,0.726224372,1,1,0
0.143593636,0.404319117,0.891020282,-1.038600951,-0.499838169,1.208844116,1,0,1
1.93052225,0.457214091,1.278951678,-0.970297619,0.634120646,-0.60997019,1,1,1
1.965462,-0.072321623,0.771926719,-1.002427696,0.217892551,0.038013991,1,1,1
1.408028862,-0.039886928,-1.514187263,1.043974006,-0.311734826,-1.097091671,1,1,1
1.777164858,0.891393461,1.448281819,-0.868478142,-1.345157198,-0.302393443,1,1,1
-0.423857176,-1.025808794,-1.768710051,-0.690295354,0.288482524,0.262494414,0,0,1
1.923686575,-0.742433938,0.845602895,-0.755069711,1.578848274,0.692843602,1,1,1
-0.425979536,-0.759110712,0.304490233,-0.628485941,-1.661485661,-1.694752751,0,1,0
0.260751813,-0.066901618,0.646721763,-0.816408983,0.173707729,1.596785929,1,1,1
-0.947699905,0.252604146,-0.022769284,-0.170681574,-1.256900224,0.019770749,0,1,0
-0.727099369,0.066553748,-1.710896171,1.417831807,-1.173289664,0.44771178,0,1,0
0.792964442,1.296444202,0.603391422,-0.91392162,0.698085201,0.025903383,1,1,1
1.036089288,1.321069738,-0.733970257,-0.759144327,-1.916189709,0.506545743,1,0,0
-0.816488064,-0.211475273,-1.252368208,-0.575508408,0.264058345,0.67447011,1,1,1
0.479266802,-1.490102576,0.560774257,0.872935085,0.64607366,0.296253235,1,1,0
1.156855438,-0.480139379,-1.029785574,0.324181347,1.949261159,-0.993346691,1,1,1
-0.069487745,-0.177018352,-0.228484898,1.218536928,-1.011515275,-0.774757913,0,1,1
0.417152315,-0.263972022,0.066844618,0.227670485,1.189650857,-0.679404897,1,0,1
1.151534675,0.937714394,-0.011361681,-0.651968606,0.756167166,-0.42115406,1,0,1
1.616075598,0.5790116,-0.581851527,-0.813393107,1.379470742,0.090736143,1,1,0
-0.038334999,0.522289539,0.492339787,1.305535936,-1.165616561,0.823428279,1,1,0
0.389073968,-0.060114867,1.618937082,0.886383607,0.243756606,-0.342343541,1,1,0
0.625074058,1.530442232,-0.798078148,2.127073948,-1.274560274,0.577199136,1,1,1
1.312075759,0.533349245,-0.38227144,1.2921676,-0.339640134,-2.436894402,0,0,0
1.461941769,0.638742396,-0.014172912,-0.664794048,-0.436457759,-2.406315106,0,1,0
-1.522379172,-2.066065964,-0.326142364,1.164168538,0.219678461,-0.71596265,0,1,0
2.075680157,0.257289628,-0.103912086,-0.678150675,0.540691118,-0.848129746,1,1,0
2.837917922,0.896553885,0.765356035,-0.653418115,-0.837717081,-0.9204361,1,0,0
-0.695678915,1.003537295,-1.401633821,1.546218901,-1.702081653,-2.66783253,0,1,0
-1.657417172,-0.377223368,-0.109301197,1.011933987,-0.218796515,0.350350473,0,0,1
0.142767903,-0.229401211,-0.653025548,0.822295672,-0.656095379,-1.372411017,1,1,1
0.832326637,0.089871777,-0.792951452,0.646964685,1.439542709,-0.53954465,1,0,0
0.011755952,-0.450504421,-1.030398699,0.390598833,-0.589690625,-0.264518223,0,1,0
2.685182358,0.366959745,0.729034304,-0.98276606,0.237293045,-0.488089517,1,0,1
-1.04795352,-0.310406275,1.638720864,-1.814649722,0.520294731,1.557567947,0,0,1
0.769606562,0.989998083,-1.001671675,1.488561261,-0.610664907,0.77349049,1,1,1
-0.822344549,0.676168777,-2.18159926,-0.735434976,-1.131059566,0.074772753,0,0,1
2.399646558,0.140155243,0.510232595,-1.155956118,0.542578143,0.614245577,1,1,1
-0.309737729,-1.239175075,0.979950967,-0.463501845,-0.436318438,0.711901799,0,0,0
2.932085368,-0.012616508,-0.317722367,1.160264558,1.028327517,-0.83080242,1,1,1
0.264755803,-0.014130591,0.115862079,-1.057736791,0.487644042,1.064671592,0,1,0
2.485492431,0.96147857,0.964066618,-0.911600905,0.790842155,-0.887095108,1,1,1
0.728904293,-0.85251123,-0.787045512,0.382601993,0.722917376,-0.64704149,1,1,1
1.547762159,-0.042553697,-1.380779423,-0.993527116,0.207151736,-0.852333785,1,1,1
-0.639142457,-0.532108047,-0.398252123,-0.912394663,-0.173145306,1.135876492,0,1,0
0.995376294,1.3228958,-0.412232468,0.144344565,0.421882575,-0.52536627,1,0,1
0.407310197,0.2898508,-0.38511567,1.577113598,-0.352705466,-0.072488111,1,1,1
0.817550088,0.916075589,0.319146898,0.729394325,-0.108636847,-0.000163378,1,1,0
2.357539454,-0.143135586,2.233350848,-1.091585809,-1.007171507,1.101792427,1,1,1
1.001475849,1.249920846,-0.450430281,0.972925703,-0.76835396,-0.591601094,1,1,0
0.297906379,1.534692815,-2.035431075,2.381952112,-1.798790025,-1.787202583,1,1,0
0.354494326,-0.544010504,-0.590365858,0.02607798,0.712141444,0.396904518,1,1,1
1.283612288,0.217753441,-1.233104652,0.665235474,-0.112047979,0.500196752,1,1,0
0.082531799,0.608184321,-1.265551069,-0.702829485,-1.252472556,-0.350744375,0,1,0
-2.487385218,-0.862016396,-1.029971247,1.649974173,-0.718215511,0.650319479,0,1,0
1.737415138,0.66176649,-0.940002402,-0.118761902,-0.915648061,-0.275036745,1,1,1
1.068704591,-0.214881215,0.923745644,-0.406810826,-0.437816674,0.06966425,1,0,0
1.345313845,0.354974414,-1.37456941,0.342742835,0.079493208,0.263483061,1,1,0
1.002384852,1.194326071,0.414748992,0.254621572,0.435648651,-0.41518392,1,1,0
1.879400642,0.50298911,1.249863527,0.52509053,-0.750843575,0.602682867,1,1,0
1.055928291,0.158226214,-0.813428699,-0.378987604,2.397264109,0.145892914,1,1,0
-2.111119767,0.83662744,1.090321589,0.365741888,-1.179158069,1.050408264,0,1,1
0.280636591,-2.075097231,0.029309112,-0.526457308,1.192150743,-0.796024442,1,0,1
0.044751989,-0.857636687,0.369181043,-1.904378283,-0.507495653,0.773749664,0,1,1
2.885662693,-0.047510909,1.823427395,0.254092649,0.262322457,-1.573780626,1,1,0
-2.244904579,-1.406950792,-1.160635147,2.449046517,-1.348306395,0.832472543,0,1,1
-1.894922019,-1.123548431,-0.209698033,0.367149999,-1.450578654,0.491593348,0,1,0
-0.49823607,0.230270799,-0.295022266,1.383392808,-1.412797649,-0.486518184,0,1,0
0.771930714,0.43815258,0.402743047,0.364712084,1.317413088,0.975881667,1,0,0
0.102938764,-0.239261969,-1.265309213,0.776846705,-0.459487161,-1.572127925,0,1,0
2.073407199,-1.082445971,0.140367801,-0.329518714,0.455281613,-0.891109067,1,1,0
0.557391193,0.183417362,-0.622573771,1.557895686,-0.392120861,-1.217898284,1,1,1
-0.909922124,-0.067088945,0.424779387,0.041064727,-0.381371524,0.66460291,0,1,0
1.780694351,-0.175522358,-0.084007107,-0.572691251,0.366015372,-0.415828015,1,1,1
3.420777988,1.402435513,0.871583304,-0.950101709,1.502551378,-1.781625946,1,0,0
0.460379033,-0.983352179,0.307872972,-0.266411456,1.390738485,1.101194513,1,1,0
2.301149182,1.783502436,-0.602931153,-0.422650675,0.340958841,-1.323971574,1,1,1
1.245814691,1.234183801,-0.852657945,0.677532185,0.829946635,0.783819899,1,1,1
1.107182017,1.497665292,0.028077333,0.461461831,0.393085983,0.001164405,1,0,1
-0.376553858,-1.097325469,0.720778425,0.030278491,-0.695086929,1.219252836,0,1,0
1.747487079,0.398971248,0.371445335,-0.047271937,0.466007949,0.457250785,1,1,0
3.12262471,0.784670979,0.027720521,0.112859957,0.025132003,-0.266025225,1,1,0
1.521141516,-1.096423964,-0.436825817,-0.260416065,0.817518166,-0.358359557,1,1,1
-0.938437709,0.567700282,-0.769974142,2.35752658,-0.743603066,-0.886197921,1,1,1
2.687456149,2.422671199,0.100674751,-1.247753768,0.419629138,0.752070923,1,1,0
0.113604138,0.883608074,-1.707511154,0.554248153,0.604992758,0.424805707,1,0,1
2.155656187,-0.385814952,1.082036508,-1.491934184,-2.138434918,-0.403882885,1,1,1
2.23968593,-0.108492056,0.335296034,-1.910531274,0.751585996,0.91903298,1,1,1
1.197989793,1.228203812,-0.840792237,0.228262454,-0.284099897,-0.362032212,1,1,0
1.256153419,-0.128956437,1.636201934,0.28242885,1.30960945,-0.926246944,1,0,1
-0.493269651,-1.224377011,0.933441747,-0.137105525,-0.580693566,-0.25196692,0,1,0
2.751410194,0.70909838,0.698949354,-1.009341677,0.725715315,-0.80766754,1,0,0
1.567959733,1.033944642,-0.554707642,0.263031122,1.342208727,1.473466003,1,0,0
-1.467586823,0.901020028,-0.315306323,2.314427176,-1.53229169,0.170465849,0,0,1
0.937400005,-0.875292281,-0.257693818,0.459013412,2.068519437,-0.342339978,1,1,1
2.597617876,1.377318257,1.082071429,-1.962943167,0.000511343,-0.405691789,1,1,1
-1.811089572,-1.868743707,-1.009616244,0.027702524,0.341934234,0.141074213,0,0,0
1.018628697,0.438667215,-1.160750628,-0.457049018,-2.172776972,-1.133418417,0,0,1
2.031192375,0.662526497,0.731754825,-0.730457693,1.197899135,0.772999886,1,1,0
0.679039171,-1.571847824,0.317206482,-1.154890792,0.441166697,-0.250852835,1,1,0
-0.123192349,0.394407116,-0.447732254,-0.348581682,0.044437173,0.661218494,1,0,0
-0.317109202,-2.043643996,0.389371581,-0.484474742,-0.365583745,0.474745016,0,1,1
2.868928579,2.506463308,0.079991143,-2.452246723,-0.03635453,-0.35148457,1,1,0
-0.624228832,0.111435393,-0.696954582,-0.578499741,-0.043277028,-0.291136673,0,0,0
-1.669881626,-0.630939381,0.081856548,1.002614206,-0.136608303,0.355101543,0,0,1
1.726952457,0.529156771,1.407594882,0.078325269,-0.201904931,-0.732980547,0,0,0
-0.586259256,-2.868568258,-0.287373467,-0.37380005,0.424206451,2.070777989,0,0,1
0.622794338,0.896148465,-0.934680399,0.46608891,-0.876801267,-0.912407405,0,1,1
-0.510629631,-1.68872259,1.731692778,-1.088512911,0.101616191,0.7141827,0,0,0
1.011645973,0.250596979,0.431742284,1.200011721,1.058200898,0.197261689,1,1,1
0.119903056,-0.107027398,0.178706887,0.437450121,0.977378355,0.499975353,1,1,1
0.709549648,0.611113276,0.001075164,-0.099632335,0.875760159,0.420831446,1,1,0
1.046638668,-0.336160564,0.225668296,-0.730270354,-0.39172393,0.105587694,1,1,0
-0.369031215,1.482156008,-1.328575996,-2.432004258,-1.39249751,1.318845164,0,0,0
-0.234324276,-0.869821152,0.168364838,1.455999691,-1.444180456,-2.366226816,0,1,1
0.36655611,-0.741688338,0.035127637,-0.049571955,0.501486626,0.702587301,1,0,0
2.609872146,-0.37486904,1.798879117,-0.866862355,1.908193894,-0.608926467,1,0,0
0.878221698,0.806473669,1.055345365,0.378396931,-0.156575786,0.18843101,1,1,0
-0.835941708,0.289646559,0.049119227,0.368077948,0.752528263,1.404322103,0,1,0
-1.168314652,-1.336582092,-1.137054362,1.911289072,-0.764810786,-0.749030752,0,1,0
-0.433222801,-1.349090019,-0.851319285,1.548553668,-0.095066065,-0.752616872,0,1,0
1.37579076,1.229925325,-1.467928212,0.75311239,-0.067682288,-1.798999856,1,1,0
0.461844407,1.973808634,0.124482211,-1.035757788,2.110890542,2.084504856,1,0,1
1.7922765,0.392483303,0.612013419,1.499107042,-1.312398068,-0.271555559,1,1,1
0.227427882,-1.977303046,0.925085937,-0.507205354,0.180234086,-0.21661901,0,1,1
-1.998631787,-2.133188749,-0.310792109,0.839811289,-1.817976342,-0.054431659,0,0,0
1.519522652,-0.02674823,0.42575453,-0.382883552,-0.298286886,-0.345810596,1,0,0
-0.319785314,0.818401834,-0.541896495,-0.659280425,0.065767365,0.012953799,0,0,0
-0.216893625,-1.412300072,-0.80149192,-0.219106258,0.418915514,0.269397521,0,1,0
-0.95328499,1.351531116,-0.112109959,0.721362997,-0.139327935,1.182288342,0,1,0
3.237492078,0.490282674,0.200694126,0.457360695,1.023266018,-0.343336558,1,1,1
-1.251420561,-1.263646079,-1.079342718,1.239559884,-0.744528767,0.949849352,0,1,1
0.837830743,0.207463485,-0.239588513,0.724420557,1.631852154,-1.595441402,1,0,0
0.835863913,-1.915171731,-0.163019857,0.271510528,2.143159325,-0.202064902,1,1,1
1.942791214,-1.861170379,1.386497901,-1.105732235,-0.422046034,-0.381885324,1,1,0
0.737453015,0.053473606,0.538136258,0.935568359,0.334598528,1.284541692,1,1,1
-0.214451704,0.070420591,0.574064427,-0.570875969,0.518799961,1.30040516,1,0,1
-2.491790663,0.903017567,-1.916239845,0.608293817,-2.304679894,0.683493097,0,0,0
2.77107741,0.636283911,0.87946968,-1.466120371,0.069967471,0.679226768,1,1,0
-0.313918473,-0.071732878,-0.03435229,0.09859654,-0.869304074,1.532042131,0,0,1
0.265187315,0.770374851,0.652567738,0.171062177,0.025573659,1.974448371,1,1,1
1.919965315,0.202358722,-1.053171549,-0.050720679,0.052009401,-0.295941138,1,1,0
0.66809995,-0.36014518,0.351186583,0.374166222,-1.097428823,-1.634913116,1,1,1
1.015124431,1.007211335,-0.353709131,0.535534602,1.386429679,0.249135002,1,1,1
0.621369333,0.387226277,-1.788257446,-0.382114535,-1.137194802,-0.823978508,1,1,1
2.697901827,0.312505725,0.735542591,-1.453450651,2.183216425,-0.902337242,1,0,0
0.854767379,-1.727360075,-0.870787336,-0.958155008,0.284598841,-0.039877245,1,1,1
1.566599132,-0.554768047,1.689356942,-0.47654953,-0.189005837,-0.532584439,1,1,0
1.128958581,-0.177603148,0.238728931,0.021072174,-0.175454256,-1.474926983,1,1,0
1.256708715,0.063731769,0.348156663,-1.239267247,0.854275663,-0.148322648,1,0,0
-0.700403976,-0.537823683,-1.272665014,1.648146645,-0.46926429,-0.894775331,0,1,1
0.062642005,-0.292808712,0.346955907,-0.140750734,-0.101204044,-1.493691595,0,0,0
2.123522548,0.340255423,-0.659178441,-2.064877387,1.224366583,-0.306178685,1,1,1
-0.42265537,1.280699286,0.489127439,0.228330282,-0.913275727,0.390081734,1,1,1
0.526334768,-0.079995771,-0.510685254,-0.91707977,0.437901484,1.108583864,1,1,1
0.860126318,-1.231632186,0.230544262,-0.566224464,1.021234877,0.490678826,1,1,1
0.38151067,0.679440936,-1.66246355,0.242837493,-0.638219473,0.108235223,1,1,1
